cites_first_order_id,id,doi,title,publication_date,type,cited_by_api_url,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name
https://openalex.org/W3126759482,https://openalex.org/W4233514490,https://doi.org/10.1093/oso/9780198839064.003.0003,Art,2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W4233514490,Philosophical Ethics and Theory,Philosophy,Social Sciences,Philosophical Ethics and Theory,Arts and Humanities,Social Sciences,Sculpture; Greek art; Greeks; Romance; Beauty; Tragedy (event),Hegelianism; Sculpture; Art; Ideal (ethics); Greek art; Greeks; Painting; Romance; Literature; Beauty; Philosophy; Tragedy (event); Art history; Aesthetics; Classics; Epistemology,,
https://openalex.org/W3126759482,https://openalex.org/W58926596,https://doi.org/10.14195/0870-4147_37_6,O despotismo fabril: violência e poder numa empresa industrial do calçado,2005-01-01,article,https://api.openalex.org/works?filter=cites:W58926596,"Crime, Illicit Activities, and Governance",Sociology and Political Science,Social Sciences,"Crime, Illicit Activities, and Governance; Social and Economic Solidarity",Social Sciences; Social Sciences,Social Sciences; Social Sciences,,Business,,
https://openalex.org/W3126759482,https://openalex.org/W2098501315,https://doi.org/10.1177/13684310122225127,In Search of the Negation of the Negation,2001-08-01,article,https://api.openalex.org/works?filter=cites:W2098501315,,,,,,,Negation,Negation; Epistemology; Sociology; Linguistics; Philosophy,,
https://openalex.org/W3126759482,https://openalex.org/W2493336946,https://doi.org/10.1093/0199240981.003.0008,Indigenous Rights and Environmental Justice,2001-01-18,book-chapter,https://api.openalex.org/works?filter=cites:W2493336946,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Political Philosophy and Ethics; Environmental law and policy; Human Rights and Development,Social Sciences; Social Sciences; Social Sciences,Social Sciences; Social Sciences; Social Sciences,Indigenous Rights; Environmental Justice; Social Justice,Indigenous; Economic Justice; Context (archaeology); Face (sociological concept); Political science; Indigenous rights; Environmental justice; Environmental ethics; Social justice; Law and economics; Human rights; Sociology; Law; Geography; Social science; Ecology; Philosophy; Archaeology; Biology,,
https://openalex.org/W3126759482,https://openalex.org/W4242456671,https://doi.org/10.1093/0199240981.003.0001,Introduction,2001-01-18,book-chapter,https://api.openalex.org/works?filter=cites:W4242456671,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Political Philosophy and Ethics; Religious Freedom and Discrimination; Political Systems and Governance,Social Sciences; Social Sciences; Social Sciences,Social Sciences; Social Sciences; Social Sciences,Dialectic; Minority Rights,Dialectic; Political science; Sociology; Minority rights; Epistemology; Law and economics; Law; Philosophy; Human rights,,
https://openalex.org/W3126759482,https://openalex.org/W1891172137,https://doi.org/10.1017/cbo9781107447929.006,Vehicular legal systems: the legislative implementation of sharia principles,2014-12-23,book-chapter,https://api.openalex.org/works?filter=cites:W1891172137,Legal Studies and Policies,Law,Social Sciences,Legal Studies and Policies; Islamic Finance and Banking Studies,"Social Sciences; Business, Management and Accounting",Social Sciences; Social Sciences,,Sharia; Legislature; Business; Political science; Law; Islam; Geography; Archaeology,,
https://openalex.org/W3126759482,https://openalex.org/W760442552,https://doi.org/10.1017/cbo9781107447929.002,Introduction,2014-12-23,book-chapter,https://api.openalex.org/works?filter=cites:W760442552,Land Rights and Reforms,Soil Science,Life Sciences,Land Rights and Reforms; African Sexualities and LGBTQ+ Issues; Legal Issues in South Africa,Agricultural and Biological Sciences; Social Sciences; Social Sciences,Life Sciences; Social Sciences; Social Sciences,,Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4375935092,https://doi.org/10.18800/9789972428906.070,"Agua, derecho y diversidad",2009-01-01,book-chapter,https://api.openalex.org/works?filter=cites:W4375935092,Environmental and Cultural Studies in Latin America and Beyond,Ecology,Physical Sciences,Environmental and Cultural Studies in Latin America and Beyond,Environmental Science,Physical Sciences,,Humanities; Geography; Political science; Philosophy,,
https://openalex.org/W3126759482,https://openalex.org/W4396765102,https://doi.org/10.26512/9788523012083.c17,A construção de dados sobre a inserção dos agricultores assentados no PNAE,2017-01-01,book-chapter,https://api.openalex.org/works?filter=cites:W4396765102,Rural Development and Agriculture,"Management, Monitoring, Policy and Law",Physical Sciences,Rural Development and Agriculture,Environmental Science,Physical Sciences,,Political science,,
https://openalex.org/W3126759482,https://openalex.org/W4396765123,https://doi.org/10.26512/9788523012083,Análise de práticas contra-hegemônicas na formação dos profissionais das Ciências Agrárias: reflexões sobre o Programa Residência Agrária : volume II,2017-01-01,book,https://api.openalex.org/works?filter=cites:W4396765123,Rural and Ethnic Education,Education,Social Sciences,Rural and Ethnic Education; Rural Development and Agriculture,Social Sciences; Environmental Science,Social Sciences; Physical Sciences,,Humanities; Political science; Art,,
https://openalex.org/W3126759482,https://openalex.org/W3080464914,https://doi.org/10.1093/oso/9780198839064.003.0002,"Beautiful City, Lawful Empire, Rational State",2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W3080464914,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Political Philosophy and Ethics; Political Economy and Marxism; Global Economic and Social Development,"Social Sciences; Social Sciences; Economics, Econometrics and Finance",Social Sciences; Social Sciences; Social Sciences,Exposition (narrative),Hegelianism; Morality; Philosophy; Virtue; State (computer science); Exposition (narrative); Socratic method; Politics; Classics; Conscience; Epistemology; History; Literature; Law; Art; Mathematics; Algorithm; Political science,,
https://openalex.org/W3126759482,https://openalex.org/W3081104644,https://doi.org/10.1093/oso/9780198839064.003.0001,Hegel and the Ancient World,2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W3081104644,Philosophy and Historical Thought,Philosophy,Social Sciences,"Philosophy and Historical Thought; Nietzsche, Schopenhauer, and Hegel; Philosophical Ethics and Theory",Arts and Humanities; Arts and Humanities; Arts and Humanities,Social Sciences; Social Sciences; Social Sciences,Greeks; Ancient Greece,Hegelianism; Greeks; Scholarship; Modernity; Ancient Greece; Context (archaeology); Philosophy; Classics; Literature; Art history; History; Art; Epistemology; Law; Archaeology; Political science,,
https://openalex.org/W3126759482,https://openalex.org/W3081422407,https://doi.org/10.1093/oso/9780198839064.003.0006,"History, Cosmos, Mind, and (Not Quite) Everything",2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W3081422407,Seventeenth-Century Political and Philosophical Thought,Philosophy,Social Sciences,Seventeenth-Century Political and Philosophical Thought,Arts and Humanities,Social Sciences,Philosophy of History; Greeks; Historiography,Hegelianism; Philosophy of history; Greeks; Historiography; Narrative; Philosophy; Humanism; Literature; Metaphor; Epistemology; History; Classics; Art; Archaeology; Theology,,
https://openalex.org/W3126759482,https://openalex.org/W3162146966,https://doi.org/10.11606/d.2.2020.tde-30042021-002014,Direito e tecnologia: o enquadramento jurídico dos trabalhadores das plataformas digitais,2020-12-14,dissertation,https://api.openalex.org/works?filter=cites:W3162146966,Digital Economy and Work Transformation,Sociology and Political Science,Social Sciences,Digital Economy and Work Transformation; Taxation and Compliance Studies,"Social Sciences; Economics, Econometrics and Finance",Social Sciences; Social Sciences,Subordination; Legal doctrine,Jurisprudence; Doctrine; Subordination (linguistics); Legislation; Labour law; Legal doctrine; Work (physics); Political science; Order (exchange); Legal research; Sociology; Law; Law and economics; Business; Engineering; Philosophy; Mechanical engineering; Linguistics; Finance,,
https://openalex.org/W3126759482,https://openalex.org/W4244806661,https://doi.org/10.1093/oso/9780198839064.003.0004,Religion,2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W4244806661,Critical Theory and Philosophy,Sociology and Political Science,Social Sciences,Critical Theory and Philosophy,Social Sciences,Social Sciences,Historicism; Early Christianity; Apologetics; Argument (complex analysis),Hegelianism; Christianity; Philosophy; Relation (database); Historicism; Early Christianity; Apologetics; Argument (complex analysis); History of religions; Religious studies; Literature; Epistemology; Art; Biochemistry; Chemistry; Database; Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4398154290,https://doi.org/10.1093/oso/9780198839064.002.0007,Abbreviations,2020-07-30,other,https://api.openalex.org/works?filter=cites:W4398154290,Classical Antiquity Studies,Anthropology,Social Sciences,Classical Antiquity Studies,Social Sciences,Social Sciences,,Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4398154291,https://doi.org/10.1093/oso/9780198839064.003.0005,Philosophy,2020-07-30,book-chapter,https://api.openalex.org/works?filter=cites:W4398154291,Classical Philosophy and Thought,Philosophy,Social Sciences,Classical Philosophy and Thought; Classical Antiquity Studies; Historical Philosophy and Science,Arts and Humanities; Social Sciences; Arts and Humanities,Social Sciences; Social Sciences; Social Sciences,,Philosophy,,
https://openalex.org/W3126759482,https://openalex.org/W4398154292,https://doi.org/10.1093/oso/9780198839064.002.0004,Copyright Page,2020-07-30,other,https://api.openalex.org/works?filter=cites:W4398154292,Classical Antiquity Studies,Anthropology,Social Sciences,"Classical Antiquity Studies; Classical Philosophy and Thought; Historical, Religious, and Philosophical Studies",Social Sciences; Arts and Humanities; Arts and Humanities,Social Sciences; Social Sciences; Social Sciences,,Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4398154293,https://doi.org/10.1093/oso/9780198839064.002.0008,Epigraph,2020-07-30,other,https://api.openalex.org/works?filter=cites:W4398154293,Classical Antiquity Studies,Anthropology,Social Sciences,"Classical Antiquity Studies; Historical, Religious, and Philosophical Studies; Classical Philosophy and Thought",Social Sciences; Arts and Humanities; Arts and Humanities,Social Sciences; Social Sciences; Social Sciences,Epigraph,Epigraph; Computer science; Art; Literature,,
https://openalex.org/W3126759482,https://openalex.org/W2122801766,https://doi.org/10.1177/13684310122225118,Emancipation and Regulation: Twin Pillars of Modernity?,2001-08-01,article,https://api.openalex.org/works?filter=cites:W2122801766,"Global trade, sustainability, and social impact",Strategy and Management,Social Sciences,"Global trade, sustainability, and social impact","Business, Management and Accounting",Social Sciences,Emancipation,Emancipation; Modernity; Sociology; Gender studies; Epistemology; Political science; Law; Philosophy; Politics,,
https://openalex.org/W3126759482,https://openalex.org/W2494569198,https://doi.org/10.1093/0199240981.003.0010,A Crossroads in Race Relations,2001-01-18,book-chapter,https://api.openalex.org/works?filter=cites:W2494569198,"Migration, Refugees, and Integration",Sociology and Political Science,Social Sciences,"Migration, Refugees, and Integration; Migration and Labor Dynamics; Social Policy and Reform Studies",Social Sciences; Social Sciences; Social Sciences,Social Sciences; Social Sciences; Social Sciences,Subculture (biology),Immigration; Subculture (biology); Race (biology); Accommodation; Political science; Gender studies; Sociology; Criminology; Law; Psychology; Botany; Neuroscience; Biology,,
https://openalex.org/W3126759482,https://openalex.org/W4246091082,https://doi.org/10.1093/0199240981.003.0004,"Do We Need a Liberal Theory of Minority Rights? Reply to Carens, Young, Pareth, and Forst",2001-01-18,book-chapter,https://api.openalex.org/works?filter=cites:W4246091082,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Political Philosophy and Ethics; Religious Education and Schools; Religious Freedom and Discrimination,Social Sciences; Social Sciences; Social Sciences,Social Sciences; Social Sciences; Social Sciences,Pluralism; Minority Rights,Pluralism (philosophy); Minority rights; Multiculturalism; Citizenship; Sociology; Epistemology; Political science; Liberalism; Law and economics; Law; Human rights; Philosophy; Politics,,
https://openalex.org/W3126759482,https://openalex.org/W4290849429,https://doi.org/10.1093/0199240981.001.0001.002.003,Copyright Page,2001-01-18,other,https://api.openalex.org/works?filter=cites:W4290849429,Political Philosophy and Ethics,Political Science and International Relations,Social Sciences,Political Philosophy and Ethics,Social Sciences,Social Sciences,,Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4211029323,https://doi.org/10.1007/978-3-7091-6128-9_5,Vertragstheoretische Überlegungen,2002-01-01,book-chapter,https://api.openalex.org/works?filter=cites:W4211029323,European and International Contract Law,Law,Social Sciences,"European and International Contract Law; Law, Economics, and Judicial Systems; Diverse Legal and Medical Studies","Social Sciences; Economics, Econometrics and Finance; Business, Management and Accounting",Social Sciences; Social Sciences; Social Sciences,,Computer science,,
https://openalex.org/W3126759482,https://openalex.org/W4200405546,https://doi.org/10.11606/d.48.2021.tde-26112021-114245,A Roda e a valorização das culturas infantis na creche em bases da pedagogia decolonial,2021-09-10,dissertation,https://api.openalex.org/works?filter=cites:W4200405546,Rural and Ethnic Education,Education,Social Sciences,"Rural and Ethnic Education; Poverty, Education, and Child Welfare; Indigenous and Place-Based Education",Social Sciences; Social Sciences; Social Sciences,Social Sciences; Social Sciences; Social Sciences,,Mathematics,,
https://openalex.org/W4283835098,https://openalex.org/W4308769167,https://doi.org/10.3390/tropicalmed7110369,Antiviral Treatment against Monkeypox: A Scoping Review,2022-11-10,review,https://api.openalex.org/works?filter=cites:W4308769167,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox; myalgia,Monkeypox; Medicine; myalgia; Virology; Internal medicine; Biology; Vaccinia; Recombinant DNA; Biochemistry; Gene,,
https://openalex.org/W4283835098,https://openalex.org/W4403315084,https://doi.org/10.3389/fimmu.2024.1456060,Advancements in monkeypox vaccines development: a critical review of emerging technologies,2024-10-11,review,https://api.openalex.org/works?filter=cites:W4403315084,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Plant Virus Research Studies; vaccines and immunoinformatics approaches,"Immunology and Microbiology; Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Monkeypox,Monkeypox; Virology; Medicine; Biology; Vaccinia; Biochemistry; Gene; Recombinant DNA,"Animals; Humans; Monkeypox virus; Mpox (monkeypox); Vaccine Development; Vaccines, Attenuated; Vaccines, DNA; Viral Vaccines",None; None; immunology; prevention & control; None; immunology; immunology; immunology
https://openalex.org/W4283835098,https://openalex.org/W4292540982,https://doi.org/10.1016/j.ajem.2022.08.026,Monkeypox: A focused narrative review for emergency medicine clinicians,2022-08-20,review,https://api.openalex.org/works?filter=cites:W4292540982,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox,Monkeypox; Medicine; Rash; Smallpox; Disease; Intensive care medicine; Dermatology; Vaccination; Virology; Vaccinia; Pathology; Biochemistry; Chemistry; Gene; Recombinant DNA,Emergency Medicine; Exanthema; Mpox (monkeypox); Animals; Antiviral Agents; Humans; Monkeypox virus; Mpox (monkeypox); Mpox (monkeypox); Mpox (monkeypox); United States,None; None; None; None; None; None; None; diagnosis; epidemiology; therapy; None
https://openalex.org/W4283835098,https://openalex.org/W4406468957,https://doi.org/10.3389/fchem.2024.1509913,"Therapeutic potential of Curcuma longa against monkeypox: antioxidant, anti-inflammatory, and computational insights",2025-01-16,article,https://api.openalex.org/works?filter=cites:W4406468957,Curcumin's Biomedical Applications,Molecular Medicine,Life Sciences,Curcumin's Biomedical Applications; Toxin Mechanisms and Immunotoxins; Ziziphus Jujuba Studies and Applications,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Agricultural and Biological Sciences",Life Sciences; Life Sciences; Life Sciences,Monkeypox,Curcuma; Monkeypox; Antioxidant; Traditional medicine; Biology; Medicine; Chemistry; Virology; Biochemistry; Vaccinia; Gene; Recombinant DNA,,
https://openalex.org/W4283835098,https://openalex.org/W4319264050,https://doi.org/10.7759/cureus.34653,Epidemiological Review on Monkeypox,2023-02-05,review,https://api.openalex.org/works?filter=cites:W4319264050,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Pandemic,Monkeypox; Medicine; Smallpox; Epidemiology; Virology; Rash; Pneumonia; Pandemic; Vaccination; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Dermatology; Vaccinia; Disease; Pathology; Biology; Biochemistry; Gene; Internal medicine; Recombinant DNA,,
https://openalex.org/W4283835098,https://openalex.org/W4362657171,https://doi.org/10.1099/jgv.0.001839,"Time series prediction for the epidemic trends of monkeypox using the ARIMA, exponential smoothing, GM (1, 1) and LSTM deep learning methods",2023-04-06,article,https://api.openalex.org/works?filter=cites:W4362657171,Poxvirus research and outbreaks,Virology,Life Sciences,"Poxvirus research and outbreaks; Yersinia bacterium, plague, ectoparasites research; Herpesvirus Infections and Treatments","Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Exponential Smoothing,Monkeypox; Autoregressive integrated moving average; Exponential smoothing; Mean absolute percentage error; Statistics; Demography; Time series; Biology; Mathematics; Mean squared error; Biochemistry; Sociology; Gene; Vaccinia; Recombinant DNA,"Deep Learning; Epidemics; Mpox (monkeypox); France; France; Humans; Models, Statistical; Time Factors",None; None; None; None; epidemiology; None; None; None
https://openalex.org/W4283835098,https://openalex.org/W4327747992,https://doi.org/10.1016/j.jcv.2023.105424,Evaluation of 16 molecular assays for the detection of orthopox and mpox viruses,2023-03-17,article,https://api.openalex.org/works?filter=cites:W4327747992,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Primer (cosmetics); Nat,Outbreak; Primer (cosmetics); Virology; Medicine; Infectious disease (medical specialty); Nat; Veterinary medicine; Biology; Disease; Internal medicine; Chemistry; Computer network; Organic chemistry; Computer science,Communicable Diseases; Mpox (monkeypox); Humans; Limit of Detection; Monkeypox virus; Monkeypox virus; Mpox (monkeypox); Polymerase Chain Reaction; Sensitivity and Specificity,None; None; None; None; None; genetics; diagnosis; None; None
https://openalex.org/W4283835098,https://openalex.org/W4367174871,https://doi.org/10.1080/14787210.2023.2208346,"Mpox: epidemiology, clinical manifestations and recent developments in treatment and prevention",2023-04-27,review,https://api.openalex.org/works?filter=cites:W4367174871,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Rabies epidemiology and control,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Life Sciences; Life Sciences; Life Sciences,,Outbreak; Epidemiology; Public health; Health care; Disease; Medicine; Environmental health; Public relations; Economic growth; Political science; Virology; Nursing; Pathology; Economics,Mpox (monkeypox); Adolescent; Africa; Animals; Child; Educational Status; Humans; Public Health; Zoonoses,None; None; None; None; None; None; None; None; None
https://openalex.org/W4283835098,https://openalex.org/W4366742479,https://doi.org/10.1007/s10151-023-02782-6,Proctitis in patients with monkeypox infection: a single-center analysis of 42 consecutive cases from a multidisciplinary observational study on monkeypox proctitis,2023-04-22,article,https://api.openalex.org/works?filter=cites:W4366742479,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bartonella species infections research,Immunology and Microbiology; Medicine; Immunology and Microbiology,Life Sciences; Health Sciences; Life Sciences,Colorectal Surgery; Monkeypox; Single Center,Medicine; Proctitis; Colorectal surgery; Observational study; Abdominal surgery; Monkeypox; Single Center; Surgery; Abscess; General surgery; Internal medicine; Vaccinia; Disease; Biochemistry; Chemistry; Ulcerative colitis; Gene; Recombinant DNA,Anus Diseases; Colorectal Surgery; Mpox (monkeypox); Proctitis; Abscess; Adult; Humans; Male; Middle Aged; Proctitis; Proctitis; Young Adult,None; None; None; None; None; None; None; None; None; surgery; etiology; None
https://openalex.org/W4283835098,https://openalex.org/W4391359088,https://doi.org/10.3389/fpubh.2024.1194844,"A survey-based assessment of rates and covariates of mpox diagnosis and vaccination provides evidence to refine eligibility criteria for mpox vaccination among gay, bisexual and other men who have sex with men in the Netherlands",2024-01-30,article,https://api.openalex.org/works?filter=cites:W4391359088,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,,Men who have sex with men; Vaccination; Medicine; Demography; Logistic regression; Population; Homosexuality; Family medicine; Environmental health; Human immunodeficiency virus (HIV); Immunology; Psychology; Internal medicine; Syphilis; Psychoanalysis; Sociology,"Adult; HIV Infections; Homosexuality, Male; Humans; Male; Mpox (monkeypox); Netherlands; Pre-Exposure Prophylaxis; Sexual Behavior; Sexual and Gender Minorities; Smallpox Vaccine",None; epidemiology; None; None; None; None; epidemiology; None; None; None; None
https://openalex.org/W4283835098,https://openalex.org/W4386285312,https://doi.org/10.3390/v15091844,Immunogenicity and Efficacy of Vaccination in People Living with Human Immunodeficiency Virus,2023-08-30,review,https://api.openalex.org/works?filter=cites:W4386285312,HIV Research and Treatment,Virology,Life Sciences,HIV Research and Treatment; HIV/AIDS Research and Interventions; Hepatitis C virus research,Immunology and Microbiology; Medicine; Medicine,Life Sciences; Health Sciences; Health Sciences,Viremia,Medicine; Viremia; Vaccination; Immunogenicity; Immune system; Life expectancy; Immunology; Human immunodeficiency virus (HIV); Antiretroviral therapy; Intensive care medicine; Viral load; Environmental health; Population,,
https://openalex.org/W4283835098,https://openalex.org/W4394823103,https://doi.org/10.1016/j.compbiolchem.2024.108070,Classical molecular dynamics simulation identifies catechingallate as a promising antiviral polyphenol against MPOX palmitoylated surface protein,2024-04-12,article,https://api.openalex.org/works?filter=cites:W4394823103,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Toxin Mechanisms and Immunotoxins; Herpesvirus Infections and Treatments,Immunology and Microbiology; Immunology and Microbiology; Medicine,Life Sciences; Life Sciences; Health Sciences,Docking (animal),Polyphenol; Chemistry; Docking (animal); Molecular dynamics; Computational biology; Biophysics; Biochemistry; Combinatorial chemistry; Stereochemistry; Biology; Computational chemistry; Medicine; Antioxidant; Nursing,Antiviral Agents; Catechin; Molecular Docking Simulation; Molecular Dynamics Simulation; Polyphenols,chemistry; chemistry; None; None; chemistry
https://openalex.org/W4283835098,https://openalex.org/W4399209366,https://doi.org/10.1101/2024.05.30.24308119,Evaluation of a Multiplexed Immunoassay for Assessing Long-Term Humoral Immunity to Monkeypox virus infection and Orthopoxvirus Vaccination,2024-05-31,preprint,https://api.openalex.org/works?filter=cites:W4399209366,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Herpesvirus Infections and Treatments,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Medicine",Life Sciences; Life Sciences; Health Sciences,Monkeypox; Orthopoxvirus; Humoral immunity,Monkeypox; Orthopoxvirus; Virology; Immunoassay; Vaccination; Humoral immunity; Immunology; Immunity; Virus; Antibody; Biology; Medicine; Vaccinia; Immune system; Recombinant DNA; Biochemistry; Gene,,
https://openalex.org/W4283835098,https://openalex.org/W4319340498,https://doi.org/10.1007/s15010-023-01987-z,Monkeypox-induced proctitis: a case report of an emerging complication,2023-02-07,article,https://api.openalex.org/works?filter=cites:W4319340498,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox,Medicine; Hemorrhoids; Monkeypox; Proctitis; Outbreak; Rash; Dermatology; Surgery; Pediatrics; Disease; Virology; Internal medicine; Biochemistry; Chemistry; Ulcerative colitis; Vaccinia; Gene; Recombinant DNA,Acquired Immunodeficiency Syndrome; Hemorrhoids; Mpox (monkeypox); Proctitis; Adult; Antiviral Agents; Humans; Male; Proctitis; Proctitis,None; None; None; None; None; None; None; None; diagnosis; drug therapy
https://openalex.org/W4283835098,https://openalex.org/W4324144087,https://doi.org/10.3390/ijerph20065087,Monkeypox (Mpox) and Occupational Exposure,2023-03-14,review,https://api.openalex.org/works?filter=cites:W4324144087,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Bacillus and Francisella bacterial research; Rabies epidemiology and control,"Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology",Life Sciences; Life Sciences; Life Sciences,Monkeypox; Personal Protective Equipment,Monkeypox; Environmental health; Medicine; Personal protective equipment; Occupational safety and health; Disease; Occupational exposure; Transmission (telecommunications); Infectious disease (medical specialty); Pathology; Coronavirus disease 2019 (COVID-19); Biology; Biochemistry; Engineering; Gene; Electrical engineering; Vaccinia; Recombinant DNA,Africa; Animals; Asia; Australia; Humans; Mpox (monkeypox); Occupational Exposure,None; None; epidemiology; None; None; epidemiology; None
https://openalex.org/W4283835098,https://openalex.org/W4372332030,https://doi.org/10.20524/aog.2023.0799,Infectious proctitis: what every gastroenterologist needs to know,2023-01-01,review,https://api.openalex.org/works?filter=cites:W4372332030,Reproductive tract infections research,Microbiology,Life Sciences,Reproductive tract infections research; Syphilis Diagnosis and Treatment; Genital Health and Disease,Immunology and Microbiology; Medicine; Medicine,Life Sciences; Health Sciences; Health Sciences,Neisseria gonorrhoeae,Medicine; Proctitis; Chlamydia trachomatis; Neisseria gonorrhoeae; Chlamydia; Transmission (telecommunications); Syphilis; Referral; Intensive care medicine; Incidence (geometry); Natural history; Immunology; Physical examination; Disease; Internal medicine; Human immunodeficiency virus (HIV); Family medicine; Physics; Electrical engineering; Optics; Ulcerative colitis; Microbiology; Biology; Engineering,,
https://openalex.org/W4283835098,https://openalex.org/W4385068735,https://doi.org/10.3389/fmicb.2023.1203355,"Design, evaluation, and immune simulation of potentially universal multi-epitope mpox vaccine candidate: focus on DNA vaccine",2023-07-21,article,https://api.openalex.org/works?filter=cites:W4385068735,vaccines and immunoinformatics approaches,Molecular Biology,Life Sciences,vaccines and immunoinformatics approaches; Poxvirus research and outbreaks; Transgenic Plants and Applications,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Vaccine efficacy; Smallpox vaccine; Ebola vaccine,Virology; DNA vaccination; Vaccination; Epitope; Vaccine efficacy; Smallpox vaccine; Immune system; Immunology; Biology; Ebola vaccine; Smallpox; Virus; Antigen; Medicine; Vaccinia; Immunization; Gene; Ebola virus; Genetics; Recombinant DNA,,
https://openalex.org/W4283835098,https://openalex.org/W4297394857,https://doi.org/10.3389/fpubh.2022.995965,Bibliometric analysis of human monkeypox research from 1975 to 2022 and novel prevention and control strategies,2022-09-27,article,https://api.openalex.org/works?filter=cites:W4297394857,Poxvirus research and outbreaks,Virology,Life Sciences,Poxvirus research and outbreaks; Herpesvirus Infections and Treatments; Bacillus and Francisella bacterial research,"Immunology and Microbiology; Medicine; Biochemistry, Genetics and Molecular Biology",Life Sciences; Health Sciences; Life Sciences,Monkeypox; Disease Control,Monkeypox; Disease control; Medicine; Virology; Biology; Biochemistry; Gene; Vaccinia; Recombinant DNA,Environmental Pollutants; Mpox (monkeypox); Smallpox Vaccine; Bibliometrics; Disease Outbreaks; Disease Outbreaks; Humans; Mpox (monkeypox); Mpox (monkeypox); United States,None; None; None; None; None; prevention & control; None; epidemiology; prevention & control; None
