first_order_id,title,publication_date,type,primary_topic.display_name,primary_topic.subfield.display_name,primary_topic.domain.display_name,topics.display_name,topics.field.display_name,topics.domain.display_name,keywords.display_name,concepts.display_name,mesh.descriptor_name,mesh.qualifier_name,second_order_id
10.2903/j.efsa.2021.7108,Spatial risk modelling of highly pathogenic avian influenza in France: Fattening duck farm activity matters,2025-02-04,article,Animal Disease Management and Epidemiology,Agronomy and Crop Science,Life Sciences,Animal Disease Management and Epidemiology; Influenza Virus Research Studies; COVID-19 epidemiological studies,Agricultural and Biological Sciences; Medicine; Mathematics,Life Sciences; Health Sciences; Physical Sciences,Highly pathogenic,Influenza A virus subtype H5N1; Highly pathogenic; Outbreak; Geography; Risk assessment; Distribution (mathematics); Spatial variability; Veterinary medicine; Environmental health; Biology; Statistics; Virology; Medicine; Virus; Computer science; Mathematical analysis; Computer security; Mathematics,"Animal Husbandry; Animals; Disease Outbreaks; Ducks; Farms; France; Influenza in Birds; Models, Theoretical; Poultry Diseases; Risk Factors",virology; statistics & numerical data; epidemiology; epidemiology; epidemiology,10.1371/journal.pone.0316248
10.2903/j.efsa.2022.7289,Spatial risk modelling of highly pathogenic avian influenza in France: Fattening duck farm activity matters,2025-02-04,article,Animal Disease Management and Epidemiology,Agronomy and Crop Science,Life Sciences,Animal Disease Management and Epidemiology; Influenza Virus Research Studies; COVID-19 epidemiological studies,Agricultural and Biological Sciences; Medicine; Mathematics,Life Sciences; Health Sciences; Physical Sciences,Highly pathogenic,Influenza A virus subtype H5N1; Highly pathogenic; Outbreak; Geography; Risk assessment; Distribution (mathematics); Spatial variability; Veterinary medicine; Environmental health; Biology; Statistics; Virology; Medicine; Virus; Computer science; Mathematical analysis; Computer security; Mathematics,"Animal Husbandry; Animals; Disease Outbreaks; Ducks; Farms; France; Influenza in Birds; Models, Theoretical; Poultry Diseases; Risk Factors",virology; statistics & numerical data; epidemiology; epidemiology; epidemiology,10.1371/journal.pone.0316248
10.2903/j.efsa.2022.7415,Spatial risk modelling of highly pathogenic avian influenza in France: Fattening duck farm activity matters,2025-02-04,article,Animal Disease Management and Epidemiology,Agronomy and Crop Science,Life Sciences,Animal Disease Management and Epidemiology; Influenza Virus Research Studies; COVID-19 epidemiological studies,Agricultural and Biological Sciences; Medicine; Mathematics,Life Sciences; Health Sciences; Physical Sciences,Highly pathogenic,Influenza A virus subtype H5N1; Highly pathogenic; Outbreak; Geography; Risk assessment; Distribution (mathematics); Spatial variability; Veterinary medicine; Environmental health; Biology; Statistics; Virology; Medicine; Virus; Computer science; Mathematical analysis; Computer security; Mathematics,"Animal Husbandry; Animals; Disease Outbreaks; Ducks; Farms; France; Influenza in Birds; Models, Theoretical; Poultry Diseases; Risk Factors",virology; statistics & numerical data; epidemiology; epidemiology; epidemiology,10.1371/journal.pone.0316248
10.2903/j.efsa.2016.4687,Discrepancies in the efficacy of H5 inactivated avian influenza vaccines in specific-pathogen-free chickens against challenge with the Egyptian H5N8 clade 2.3.4.4 Group B virus isolated in 2018,2021-08-20,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Virus Infections Studies; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Specific-pathogen-free; Inactivated vaccine; Viral Shedding; Infectious dose,Influenza A virus subtype H5N1; Specific-pathogen-free; Biology; Virology; Titer; Virus; Vaccination; Inactivated vaccine; Viral shedding; Pathogen; Infectious dose; Clade; Microbiology; Gene; Phylogenetics; Biochemistry,,,10.14202/vetworld.2021.2131-2141
10.2903/j.efsa.2022.7289,"Surveillance of the spread of avian influenza virus type A in live bird markets in Tripoli, Libya, and determination of the associated risk factors",2022-07-16,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral Infections and Vectors,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,,Influenza A virus subtype H5N1; Veterinary medicine; Avian influenza virus; Biology; Broiler; Zoology; Animal science; Virology; Virus; Medicine,,,10.14202/vetworld.2022.1684-1690
10.2903/j.efsa.2021.7108,DIAGNOSTIC PROCEDURE FOR DETECTION OF HPAI H5N8-BULGARIAN EXPERIENCE DURING THE EPIZOOTIC WAVE IN 2016/2017,2022-01-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Virology and Viral Diseases,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Epizootic; Highly pathogenic; Flock; Enzootic,Outbreak; Epizootic; Influenza A virus subtype H5N1; Highly pathogenic; Biology; Serotype; Flock; Enzootic; Waterfowl; Zoology; Veterinary medicine; Virology; Virus; Ecology; Medicine; Habitat,,,10.15547/tjs.2022.02.007
10.2903/j.efsa.2021.7108,Protective Efficacy of an Inactivated H5N8 Avian Influenza Virus Vaccine Against Highly Pathogenic Avian Influenza H5N1 Viruses Belonging to Clade 2.3.4.4b in Chickens and Ducks,2025-02-12,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Highly pathogenic; H5N1 genetic structure; Inactivated vaccine,Influenza A virus subtype H5N1; Biology; Highly pathogenic; Virology; Clade; H5N1 genetic structure; Avian influenza virus; Virus; Microbiology; Inactivated vaccine; Gene; Phylogenetics; Coronavirus disease 2019 (COVID-19); Disease; Genetics; Medicine; Infectious disease (medical specialty); Pathology,,,10.1637/aviandiseases-d-24-00049
10.2903/j.efsa.2022.7415,FOUR-WEEK ORAL ADMINISTRATION OF BALOXAVIR MARBOXIL AS AN ANTI-INFLUENZA VIRUS DRUG SHOWS NO TOXICITY IN CHICKENS,2024-06-13,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Virus Infections Studies; Animal Disease Management and Epidemiology,Medicine; Agricultural and Biological Sciences; Agricultural and Biological Sciences,Health Sciences; Life Sciences; Life Sciences,,Pathogenicity; Virus; Virology; Biology; Influenza A virus subtype H5N1; Avian influenza virus; Toxicity; Influenza A virus; Veterinary medicine; Microbiology; Medicine; Internal medicine,"Administration, Oral; Animals; Antiviral Agents; Chickens; Dibenzothiepins; Female; Hydroxybutyrates; Influenza in Birds; Male; Morpholines; Oxazines; Pyridines; Pyridones; Thiepins; Triazines",administration & dosage; administration & dosage; administration & dosage; drug therapy; administration & dosage; administration & dosage; administration & dosage; administration & dosage; administration & dosage,10.1638/2023-0103
10.1787/0b55736e-en,Measuring innovation through surveys: Main considerations and applications to education,2023-08-12,book-chapter,Evaluation and Performance Assessment,Management Science and Operations Research,Social Sciences,Evaluation and Performance Assessment,Decision Sciences,Social Sciences,Reflection; Survey data collection; Survey research,Reflection (computer programming); Survey data collection; Survey research; Public sector; Data collection; Data science; Regional science; Knowledge management; Political science; Public relations; Sociology; Geography; Computer science; Social science; Statistics; Socioeconomics; Mathematics; Law; Programming language,,,10.1787/051587fe-en
10.1787/0b55736e-en,Measuring Innovation in Education 2023,2023-08-12,book,Educational Innovations and Challenges,Information Systems,Physical Sciences,Educational Innovations and Challenges,Computer Science,Physical Sciences,,Computer science,,,10.1787/a7167546-en
10.1787/0b55736e-en,Vloga tehnologije pri prenosu lastništva,2025-08-01,book-chapter,Regional Development and Management Studies,Economics and Econometrics,Social Sciences,Regional Development and Management Studies; Digital Transformation in Industry; Collaboration in agile enterprises,"Economics, Econometrics and Finance; Engineering; Business, Management and Accounting",Social Sciences; Physical Sciences; Social Sciences,,Geography,,,10.18690/um.fov.5.2025.5
10.2903/j.efsa.2022.7289,"Face au changement climatique, quelles stratégies d’atténuation et d’adaptation pour les productions avicoles ?",2024-04-26,article,Insect Utilization and Effects,Insect Science,Life Sciences,Insect Utilization and Effects; Agriculture Sustainability and Environmental Impact,Agricultural and Biological Sciences; Environmental Science,Life Sciences; Physical Sciences,,Political science; Humanities; Philosophy,,,10.20870/productions-animales.2024.37.1.8069
10.2903/j.efsa.2022.7415,An Evaluation of Avian Influenza Virus Whole Genome Sequencing Approaches Using Nanopore Technology,2023-01-26,preprint,Genomics and Phylogenetic Studies,Molecular Biology,Life Sciences,Genomics and Phylogenetic Studies; Molecular Biology Techniques and Applications; Cell Image Analysis Techniques,"Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology; Biochemistry, Genetics and Molecular Biology",Life Sciences; Life Sciences; Life Sciences,Minion; Genomic Sequencing; Pandemic,Minion; Nanopore sequencing; DNA sequencing; Genome; Whole genome sequencing; Computational biology; Influenza A virus subtype H5N1; Biology; Genomic sequencing; Deep sequencing; Influenza A virus; Pandemic; Avian influenza virus; Virus; Coronavirus disease 2019 (COVID-19); Virology; Genetics; Infectious disease (medical specialty); Gene; Medicine; Disease; Pathology,,,10.20944/preprints202301.0480.v1
10.2903/j.efsa.2022.7415,Avian Influenza Virus Tropism in Humans,2023-02-06,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Tissue tropism; Pandemic,Tropism; Virology; Virus; Biology; Tissue tropism; Pandemic; Influenza A virus; Host (biology); Transmission (telecommunications); Influenza A virus subtype H5N1; Genome; Gene; Genetics; Coronavirus disease 2019 (COVID-19); Disease; Infectious disease (medical specialty); Medicine; Pathology; Electrical engineering; Engineering,,,10.20944/preprints202302.0081.v1
10.2903/j.efsa.2022.7415,"Economic Challenges, One Health Concerns, and Other Contributing Causes of the World Egg Shortage",2023-05-29,preprint,Agriculture Sustainability and Environmental Impact,Ecology,Physical Sciences,Agriculture Sustainability and Environmental Impact,Environmental Science,Physical Sciences,Economic shortage; Pandemic,Economic shortage; Business; Pandemic; Agriculture; Natural resource economics; Supply chain; Distribution (mathematics); Public health; Economic growth; Sustainability; Coronavirus disease 2019 (COVID-19); Economics; Biology; Marketing; Ecology; Medicine; Pathology; Government (linguistics); Infectious disease (medical specialty); Mathematical analysis; Linguistics; Philosophy; Mathematics; Disease; Nursing,,,10.20944/preprints202305.1955.v1
10.2903/j.efsa.2021.7108,Highly Pathogenic Avian Influenza (HPAI) H5 Clade 2.3.4.4b Virus Infection in Birds and Mammals,2024-04-17,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors,Medicine; Medicine,Health Sciences; Health Sciences,Highly pathogenic; H5N1 genetic structure,Influenza A virus subtype H5N1; Clade; Virology; Highly pathogenic; Avian influenza virus; Biology; Virus; H5N1 genetic structure; Influenza A virus; Phylogenetics; Gene; Coronavirus disease 2019 (COVID-19); Genetics; Medicine; Infectious disease (medical specialty); Disease; Pathology,,,10.20944/preprints202404.1123.v1
10.2903/j.efsa.2022.7289,Highly Pathogenic Avian Influenza (HPAI) H5 Clade 2.3.4.4b Virus Infection in Birds and Mammals,2024-04-17,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors,Medicine; Medicine,Health Sciences; Health Sciences,Highly pathogenic; H5N1 genetic structure,Influenza A virus subtype H5N1; Clade; Virology; Highly pathogenic; Avian influenza virus; Biology; Virus; H5N1 genetic structure; Influenza A virus; Phylogenetics; Gene; Coronavirus disease 2019 (COVID-19); Genetics; Medicine; Infectious disease (medical specialty); Disease; Pathology,,,10.20944/preprints202404.1123.v1
10.2903/j.efsa.2022.7289,Review on the Epizootiological Situation on Highly Pathogenic Avian Influenza around the World and in Russia in 2022,2023-04-28,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Viral Infections and Vectors,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Highly pathogenic; Epizootic; H5N1 genetic structure,Influenza A virus subtype H5N1; Highly pathogenic; Outbreak; Virology; Epizootic; Virus; Biology; H5N1 genetic structure; Clade; Influenza A virus; Avian influenza virus; Antigenic drift; Phylogenetics; Medicine; Gene; Infectious disease (medical specialty); Disease; Coronavirus disease 2019 (COVID-19); Genetics; Pathology,,,10.21055/0370-1069-2023-1-48-55
10.2903/j.efsa.2022.7415,Review on the Epizootiological Situation on Highly Pathogenic Avian Influenza around the World and in Russia in 2022,2023-04-28,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Viral Infections and Vectors,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Highly pathogenic; Epizootic; H5N1 genetic structure,Influenza A virus subtype H5N1; Highly pathogenic; Outbreak; Virology; Epizootic; Virus; Biology; H5N1 genetic structure; Clade; Influenza A virus; Avian influenza virus; Antigenic drift; Phylogenetics; Medicine; Gene; Infectious disease (medical specialty); Disease; Coronavirus disease 2019 (COVID-19); Genetics; Pathology,,,10.21055/0370-1069-2023-1-48-55
10.2903/j.efsa.2022.7415,Intelligent prediction and biological validation of the high reassortment potential of avian H5N1 and human H3N2 influenza viruses,2024-09-26,preprint,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; COVID-19 epidemiological studies; Animal Disease Management and Epidemiology,Medicine; Mathematics; Agricultural and Biological Sciences,Health Sciences; Physical Sciences; Life Sciences,Reassortment; Human influenza,Reassortment; Influenza A virus subtype H5N1; Human influenza; Virology; Avian influenza virus; Biology; Coronavirus disease 2019 (COVID-19); Medicine; Virus; Disease; Pathology; Infectious disease (medical specialty),,,10.21203/rs.3.rs-4989707/v1
10.2903/j.efsa.2022.7415,Studying Longitudinal Neutralising Antibody Levels Against Equid Herpesvirus 1 in Experimentally Infected Horses Using a Novel Pseudotype Based Assay,2023-01-01,preprint,Herpesvirus Infections and Treatments,Epidemiology,Health Sciences,Herpesvirus Infections and Treatments; T-cell and Retrovirus Studies; Xenotransplantation and immune response,Medicine; Immunology and Microbiology; Medicine,Health Sciences; Life Sciences; Health Sciences,,Antibody; Virology; Medicine; Biology; Immunology,,,10.2139/ssrn.4559046
10.2903/j.efsa.2022.7289,Consideration for Avian Influenza Vaccination in the World,2023-12-20,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; COVID-19 epidemiological studies,Medicine; Agricultural and Biological Sciences; Mathematics,Health Sciences; Life Sciences; Physical Sciences,,Influenza A virus subtype H5N1; Vaccination; Virology; Medicine; Human mortality from H5N1; Coronavirus disease 2019 (COVID-19); Internal medicine; Virus; Disease; Infectious disease (medical specialty),,,10.2743/jve.27.93
10.2903/j.efsa.2016.4687,"Spatio-temporal patterns of highly pathogenic avian influenza virus subtype H5N8 spread, France, 2016 to 2017",2018-06-28,article,Animal Disease Management and Epidemiology,Agronomy and Crop Science,Life Sciences,Animal Disease Management and Epidemiology; Influenza Virus Research Studies; Vector-Borne Animal Diseases,Agricultural and Biological Sciences; Medicine; Agricultural and Biological Sciences,Life Sciences; Health Sciences; Life Sciences,Flock; Highly pathogenic; Biosecurity; Poultry farming,Outbreak; Influenza A virus subtype H5N1; Flock; Highly pathogenic; Biosecurity; Transmission (telecommunications); Geography; Veterinary medicine; Poultry farming; Biology; Socioeconomics; Demography; Virology; Virus; Ecology; Medicine; Sociology; Electrical engineering; Engineering,"Disease Outbreaks; Ducks; Influenza A Virus, H5N8 Subtype; Influenza in Birds; Poultry Diseases; Animals; Disease Outbreaks; Ducks; France; Influenza A Virus, H5N8 Subtype; Influenza A Virus, H5N8 Subtype; Influenza A Virus, H5N8 Subtype; Influenza in Birds; Influenza in Birds; Poultry; Poultry; Poultry Diseases; Poultry Diseases; Spatio-Temporal Analysis",veterinary; virology; pathogenicity; epidemiology; virology; genetics; isolation & purification; virology; virology; epidemiology,10.2807/1560-7917.es.2018.23.26.1700791
10.2903/j.efsa.2022.7289,"Authors’ response: Highly pathogenic influenza A(H5N1) viruses in farmed mink outbreak contain a disrupted second sialic acid binding site in neuraminidase, similar to human influenza A viruses",2023-02-16,letter,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Respiratory viral infections research; interferon and immune responses,Medicine; Medicine; Immunology and Microbiology,Health Sciences; Health Sciences; Life Sciences,Human influenza; H5N1 genetic structure; Sialidase; Highly pathogenic,Neuraminidase; Influenza A virus subtype H5N1; Mink; Sialic acid; Virology; Outbreak; Human influenza; Biology; H5N1 genetic structure; Sialidase; Highly pathogenic; Microbiology; Influenza A virus; Virus; Medicine; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Biochemistry; Ecology; Disease; Pathology,"Influenza A Virus, H5N1 Subtype; Influenza A virus; Orthomyxoviridae Infections; Animals; Binding Sites; Disease Outbreaks; Disease Outbreaks; Hemagglutinin Glycoproteins, Influenza Virus; Influenza A Virus, H5N1 Subtype; Mink; Mink; N-Acetylneuraminic Acid; Neuraminidase; Neuraminidase; Orthomyxoviridae Infections; Orthomyxoviridae Infections",veterinary; genetics; virology; genetics; epidemiology; veterinary,10.2807/1560-7917.es.2023.28.7.2300109
10.2903/j.efsa.2016.4687,Urgent request on avian influenza,2017-01-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Travel-related health issues,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,,Influenza A virus subtype H5N1; Business; Food science; Virology; Medicine; Biology; Virus,,,10.2903/j.efsa.2016.4687
10.2903/j.efsa.2016.4687,Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): low pathogenic avian influenza,2017-07-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Judgement,Influenza A virus subtype H5N1; Judgement; European union; Medicine; Veterinary medicine; Political science; Law; Business; Virology; Virus; Economic policy,,,10.2903/j.efsa.2017.4891
10.2903/j.efsa.2016.4687,Avian influenza,2017-10-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Flock; Highly pathogenic; Poultry farming,Influenza A virus subtype H5N1; Flock; Outbreak; Highly pathogenic; Transmission (telecommunications); Avian influenza virus; Biology; Veterinary medicine; Poultry farming; Serology; Virology; Virus; Medicine; Immunology; Antibody; Electrical engineering; Engineering,,,10.2903/j.efsa.2017.4991
10.2903/j.efsa.2021.7108,Avian influenza overview December 2021 – March 2022,2022-04-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Biosecurity; Highly pathogenic; Poultry farming; Flock,Biosecurity; Influenza A virus subtype H5N1; Outbreak; Highly pathogenic; Poultry farming; Biology; Flock; Veterinary medicine; Influenza A virus; Clade; Virus; Geography; Virology; Ecology; Medicine; Phylogenetic tree; Biochemistry; Gene,,,10.2903/j.efsa.2022.7289
10.2903/j.efsa.2022.7289,Avian influenza overview December 2021 – March 2022,2022-04-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Biosecurity; Highly pathogenic; Poultry farming; Flock,Biosecurity; Influenza A virus subtype H5N1; Outbreak; Highly pathogenic; Poultry farming; Biology; Flock; Veterinary medicine; Influenza A virus; Clade; Virus; Geography; Virology; Ecology; Medicine; Phylogenetic tree; Biochemistry; Gene,,,10.2903/j.efsa.2022.7289
10.2903/j.efsa.2021.7108,Avian influenza overview March – June 2022,2022-08-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Travel-related health issues; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,,Influenza A virus subtype H5N1; Biology; Virology; Virus,,,10.2903/j.efsa.2022.7415
10.2903/j.efsa.2022.7289,Avian influenza overview March – June 2022,2022-08-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Travel-related health issues; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,,Influenza A virus subtype H5N1; Biology; Virology; Virus,,,10.2903/j.efsa.2022.7415
10.2903/j.efsa.2022.7415,Avian influenza overview March – June 2022,2022-08-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Travel-related health issues; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,,Influenza A virus subtype H5N1; Biology; Virology; Virus,,,10.2903/j.efsa.2022.7415
10.2903/j.efsa.2022.7415,Annual report on surveillance for avian influenza in poultry and wild birds in Member States of the European Union in 2021,2022-09-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Virus Infections Studies,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,European commission; Poultry farming,Influenza A virus subtype H5N1; European union; Waterfowl; European commission; Avian influenza virus; Poultry farming; Veterinary medicine; Biology; Member states; Influenza A virus; Virology; Virus; Medicine; Ecology; Business; International trade; Habitat,,,10.2903/j.efsa.2022.7554
10.2903/j.efsa.2021.7108,Avian influenza overview June – September 2022,2022-10-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Biosecurity; Highly pathogenic; Poultry farming,Influenza A virus subtype H5N1; Outbreak; Biosecurity; Highly pathogenic; Biology; Veterinary medicine; Influenza A virus; Poultry farming; Virus; Geography; Zoology; Virology; Ecology; Medicine,,,10.2903/j.efsa.2022.7597
10.2903/j.efsa.2022.7415,Avian influenza overview June – September 2022,2022-10-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,Biosecurity; Highly pathogenic; Poultry farming,Influenza A virus subtype H5N1; Outbreak; Biosecurity; Highly pathogenic; Biology; Veterinary medicine; Influenza A virus; Poultry farming; Virus; Geography; Zoology; Virology; Ecology; Medicine,,,10.2903/j.efsa.2022.7597
10.2903/j.efsa.2021.7108,Avian influenza overview September – December 2022,2023-01-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Respiratory viral infections research,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Highly pathogenic; Poultry farming,Influenza A virus subtype H5N1; Waterfowl; Outbreak; Biology; Highly pathogenic; Veterinary medicine; Virus; Poultry farming; Influenza A virus; Zoology; Virology; Ecology; Habitat; Medicine,,,10.2903/j.efsa.2023.7786
10.2903/j.efsa.2022.7415,Avian influenza overview September – December 2022,2023-01-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral Infections and Vectors; Respiratory viral infections research,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,Highly pathogenic; Poultry farming,Influenza A virus subtype H5N1; Waterfowl; Outbreak; Biology; Highly pathogenic; Veterinary medicine; Virus; Poultry farming; Influenza A virus; Zoology; Virology; Ecology; Habitat; Medicine,,,10.2903/j.efsa.2023.7786
10.2903/j.efsa.2022.7415,Annual report on surveillance for avian influenza in poultry and wild birds in Member States of the European Union in 2022,2023-12-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Viral Infections and Vectors,Medicine; Medicine; Medicine,Health Sciences; Health Sciences; Health Sciences,European commission,European union; Influenza A virus subtype H5N1; European commission; Waterfowl; Outbreak; Geography; Member states; Veterinary medicine; Influenza A virus; Environmental health; Virology; Biology; Medicine; Virus; Ecology; Business; International trade; Habitat,,,10.2903/j.efsa.2023.8480
10.2903/j.efsa.2021.7108,Drivers for a pandemic due to avian influenza and options for One Health mitigation measures,2024-04-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Animal Disease Management and Epidemiology; Viral gastroenteritis research and epidemiology,Medicine; Agricultural and Biological Sciences; Medicine,Health Sciences; Life Sciences; Health Sciences,Pandemic; Mammal,Influenza A virus subtype H5N1; Biology; Transmission (telecommunications); Pandemic; Wildlife; European union; Outbreak; Host (biology); Adaptation (eye); Mammal; Influenza A virus; Zoology; Ecology; Virology; Disease; Virus; Coronavirus disease 2019 (COVID-19); Infectious disease (medical specialty); Medicine; Business; Pathology; Engineering; Neuroscience; Economic policy; Electrical engineering,,,10.2903/j.efsa.2024.8735
10.2903/j.efsa.2022.7415,Avian influenza annual report 2023,2025-01-01,article,Influenza Virus Research Studies,Epidemiology,Health Sciences,Influenza Virus Research Studies; Viral gastroenteritis research and epidemiology; Animal Disease Management and Epidemiology,Medicine; Medicine; Agricultural and Biological Sciences,Health Sciences; Health Sciences; Life Sciences,European commission,Influenza A virus subtype H5N1; European commission; Serology; European union; Veterinary medicine; Influenza A virus; Pathogenicity; Virology; Medicine; Biology; Virus; Immunology; Microbiology; Antibody; Business; Economic policy,,,10.2903/j.efsa.2025.9197
10.2903/j.efsa.2022.7289,"Pelecanus occidentalis, víctima y reservorio de infecciones por A(H5N1) y enteroparasitosis transmisibles al hombre",2023-01-01,article,Bird parasitology and diseases,Parasitology,Life Sciences,Bird parasitology and diseases; Livestock and Poultry Management; Avian ecology and behavior,Immunology and Microbiology; Agricultural and Biological Sciences; Environmental Science,Life Sciences; Life Sciences; Physical Sciences,,Biology; Humanities; Art,,,10.31434/rms.v8i1.943
10.2903/j.efsa.2022.7415,Effects of Highly Pathogenic Avian Influenza Among Colonial Waterbirds in the Lower Odra Valley,2024-01-01,article,Avian ecology and behavior,Ecology,Physical Sciences,Avian ecology and behavior; Influenza Virus Research Studies; Animal Disease Management and Epidemiology,Environmental Science; Medicine; Agricultural and Biological Sciences,Physical Sciences; Health Sciences; Life Sciences,Highly pathogenic,Influenza A virus subtype H5N1; Highly pathogenic; Colonialism; Biology; Geography; Zoology; Ecology; Virology; Archaeology; Virus,,,10.3161/00016454ao2024.59.1.003
