unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
governmentofthailand-301b2194b1b52482b7ad2335a4e28ffa,Joint External Evaluation Tool,Publication,2022-06-23,http://ddc.moph.go.th/uploads/publish/1289420220624144804.pdf,,"Biosafety, Antimicrobial resistance, Biosecurity",eng,"health>diseases and conditions, health, health>diseases and conditions>illness",10.2796/28465
unesco-06951d65445d0ab95ccf93dd8934cd4f,Preliminary draft report of the International Bioethics Committee (IBC) on the principles of solidarity and cooperation,Publication,2022-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000382487_fre,,"Open access, Climate change, Intellectual property",fre,"society>values, society, health, science and technology, science and technology>social sciences, health>diseases and conditions, society>values>ethics",10.2796/28465
unesco-281f3dbf0ea32a74f7e10939d1dedc5f,Preliminary draft report of the International Bioethics Committee (IBC) on the principle of solidarity and cooperation,Publication,2022-01-01,https://unesdoc.unesco.org/notice?id=p::usmarcdef_0000382487,,"Bioethics, Intellectual property, Antimicrobial resistance",eng,"society>values, health, science and technology, health>diseases and conditions, society, science and technology>social sciences",10.2796/28465
who-de71211701311e95e21bfc181cbc52f4,"Second WHO consultative meeting on a global guidance framework to harness the responsible use of life sciences: meeting report, 7 September 2021",Publication,2021-12-10,https://apps.who.int/iris/handle/10665/350238,,"Governance, World Health Organization, Education",eng,"economy, business and finance, economy, business and finance>economic sector, education, science and technology>natural science, society, society>values, health, science and technology, economy, business and finance>economic sector>computing and information technology, education>school, science and technology>natural science>biology, society>values>ethics",10.2796/28465
who-21e58fa0cb28e055c4cacde8da6855c0,Emerging technologies and dual-use concerns: a horizon scan for global public health,Publication,2021-10-22,https://apps.who.int/iris/handle/10665/346862,,"Biosecurity, Synthetic biology, Governance",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.2796/28465
who-5be7aca66e54601aff377c72152da025,"WHO consultative meeting on a global guidance framework to harness the responsible use of life sciences: meeting report, 11 March 2021",Publication,2021-06-25,https://apps.who.int/iris/handle/10665/342016,,"Governance, Risk, Science",eng,"health>health treatment, science and technology>natural science, education>school, health, science and technology, education, science and technology>natural science>biology, health>health treatment>medicine",10.2796/28465
who-377e9fef147d59fb34ca15792f40607c,4th ed,Publication,2020-12-21,https://apps.who.int/iris/handle/10665/337956,,"Biosafety, Risk, Risk assessment",eng,"science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, health, science and technology, science and technology>natural science>biology>genetics",10.2796/28465
govsg-b08e16acc7c5cfebcb3f746607fab9b1,Laboratory Biosafety Manual Fourth Edition,Publication,2020-12-17,https://www.moh.gov.sg/docs/librariesprovider7/useful-info-and-guidelines-documents/who_lbsm_4ed.pdf?sfvrsn=f7204827_2,,"Biosafety, Autoclave, Risk assessment",eng,"science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, health, science and technology",10.2796/28465
ukparliament_select-020b64e1902cbbc17df91ba9540b61b2,BNS0029 - Biosecurity and national security,Publication,2020-11-10,https://committees.parliament.uk/writtenevidence/13433/pdf/,National Security Strategy (Joint Committee),"Biological Weapons Convention, Biological warfare, Human activities",eng,"science and technology>natural science, health>diseases and conditions, health, science and technology, science and technology>natural science>biology, health>diseases and conditions>illness",10.2796/28465
adminch-33bda154dccb31094298ecb9e1ea0b9f,Explanatory report on the modification of the Ordinance on the use of organisms in confined spaces,Publication,2019-09-24,https://www.bafu.admin.ch/dam/bafu/fr/dokumente/biotechnologie/rechtliche-grundlagen/erlaeuterungen-zur-aenderung-der-verordnung%20%C3%BCber-den-umgang-mit-organismen-in-geschlossenen-systemen-esv.pdf.download.pdf/Beilage_02_Erl%C3%A4uterungen_ESV_FR_zu_BRA_UVEK_.pdf,,"Safety, Smallpox, Genetically modified organism",fre,"science and technology>natural science, crime, law and justice, health>diseases and conditions, health, science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, crime, law and justice>law, health>diseases and conditions>communicable disease",10.2796/28465
oieint-fa686899e6976a8abacfbcbc9eb2c872,Guidelines for responsible conduct in veterinary research,Publication,2019-05-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=38682&req=39,,"Rinderpest, Research, Biosecurity",fre,"science and technology>natural science, health>diseases and conditions, science and technology, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",10.2796/28465
oieint-05e5565293c60c66aca0c8371fe418f5,Guidelines for responsible conduct in veterinary research,Publication,2019-05-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=38682,,"Rinderpest, Risk, World Organisation for Animal Health",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.2796/28465
who-fb00f00299b216b9a8f06b57cb20a13f,WHO benchmarks for International Health Regulations (‎‎‎IHR)‎‎‎ capacities,Publication,2019-03-07,https://apps.who.int/iris/handle/10665/311158,,"Biosafety, Biosecurity, Antimicrobial resistance",eng,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>epidemic",10.2796/28465
who-c9e682a3ff5753ff00609d78f554fb7b,JOINT EXTERNAL EVALUATION TOOL,Publication,2018-11-13,https://apps.who.int/iris/handle/10665/275849,,"Antibiotic, Food safety, Health",spa,"economy, business and finance, health, health>diseases and conditions, science and technology, economy, business and finance>economic sector, education, science and technology>social sciences, environment, politics",10.2796/28465
who-9b24edea788529371ed751b1098a344d,2nd ed.,Publication,2018-10-23,https://apps.who.int/iris/handle/10665/275495,,"International Health Regulations, Medication, World Health Organization",rus,"health>health treatment, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease, health>health treatment>medicine",10.2796/28465
adminch-62b39420810147dabebac969c1919714,Explanatory report concerning the modification of the ordinance on the use of organisms in a confined environment,Publication,2018-10-12,"https://www.bafu.admin.ch/dam/bafu/fr/dokumente/biotechnologie/rechtliche-grundlagen/Erläuternder%20Bericht%20zur%20Änderung%20der%20Verordnung%20über%20den%20Umgang%20mit%20Organismen%20in%20geschlossenen%20Systemen%20(Einschliessungsverordnung,%20ESV).pdf.download.pdf/Erläuterungen_ESV_VNL_FR.pdf",,"Safety, Smallpox, Risk",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease",10.2796/28465
who-7c2c9b976488dc7b54500179139f8dd3,Progress Reports: Report by the Secretariat,Publication,2018-09-27,https://apps.who.int/iris/handle/10665/274964,,"World Health Organization, Malaria, Health",rus,"science and technology>natural science, health>health treatment, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>health treatment>preventative medicine, health>diseases and conditions>communicable disease",10.2796/28465
who-9d055ed666210364bf876eddb413ce74,Progress reports: secretariat report,Publication,2018-09-27,https://apps.who.int/iris/handle/10665/274966,,,ara,,10.2796/28465
who-c6c54c1623ad2b9d0e879bed5e3f9c32,Progress reports: report by the Secretariat,Publication,2018-09-27,https://apps.who.int/iris/handle/10665/274962,,"Dracunculiasis, World Health Organization, Malaria",spa,"science and technology>natural science, health, health>diseases and conditions, science and technology, health>diseases and conditions>communicable disease>virus disease, environment, science and technology>natural science>biology, society, health>diseases and conditions>communicable disease",10.2796/28465
who-b2e5a0f2443dfb8526ebf2aca4efb009,Progress reports: report by the Secretariat,Publication,2018-09-27,https://apps.who.int/iris/handle/10665/274963,,"Dracunculiasis, Malaria, World Health Organization",fre,"health, health>diseases and conditions, science and technology>natural science, science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions>communicable disease, environment, health>health treatment",10.2796/28465
who-48ece320ddf54bd3ee10975d6bd86e03,Progress reports: report by the Secretariat,Publication,2018-09-27,https://apps.who.int/iris/handle/10665/274961,,"World Health Organization, Malaria, Biosafety",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, society, health>health treatment, health>diseases and conditions>communicable disease, health>diseases and conditions>illness",10.2796/28465
governmentofcanada-b1107c749bf36be15ec3792a9f13e59d,Canadian biosafety guideline : dual-use in life science research.: HP45-22/2018E-PDF Publications - Canada.ca,Publication,2018-07-02,http://publications.gc.ca/site/eng/9.894145/publication.html,,"Biosecurity, Biosafety, Dual-use technology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology",10.2796/28465
who-5dffa57bab062385327ce963c53fda4b,2nd ed,Publication,2018-02-02,https://apps.who.int/iris/handle/10665/259961,,"Biosafety, Biosecurity, Antimicrobial resistance",eng,"health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions, health>diseases and conditions>communicable disease>epidemic",10.2796/28465
gradinstitute-1027927626098eaab1dd42f92d88fc7d,A gender analysis @WHA70,Publication,2017-05-21,https://repository.graduateinstitute.ch/record/295276,,"World Health Organization, Sustainable Development Goals, Sustainable Development Goal 5",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness",10.2796/28465
governmentofuganda-4a8bd513f735edc3a8e8abbbd26d1f4c,EB Document Format,Publication,2017-03-28,http://library.health.go.ug/download/file/fid/1761,,"World Health Organization, Malaria, Biosafety",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, society, health>health treatment, health>diseases and conditions>communicable disease",10.2796/28465
hcss-8c799486eee71a8dab741c55e3d3d4a1,Taking Care of our Health. Research Tackling Europe’s Grand Challenge of Future Health Issues,Publication,2013-09-19,https://hcss.nl/report/taking_care_of_our_health._research_tackling_europe%E2%80%99s_grand_challenge_of_future_health_issues_1,,"Public health, Non-communicable disease, Preventive healthcare",eng,"science and technology>natural science, health>diseases and conditions, health, science and technology, science and technology>natural science>biology, health>diseases and conditions>illness, health>health treatment",10.2796/28465
hcss-4bce83c4b1d889506684fccce95a8ff8,Taking Care of our Health. Research Tackling Europe’s Grand Challenge of Future Health Issues - HCSS,Publication,2013-09-19,https://hcss.nl/report/taking-care-of-our-health-research-tackling-europe-s-grand-challenge-of-future-health-issues/,,"Non-communicable disease, Preventive healthcare, Health care",eng,"science and technology>natural science, health, health>diseases and conditions, health>diseases and conditions>illness, science and technology, science and technology>natural science>biology",10.2796/28465
parliamentofaustraliacc-aa9c6cbc8cc1d60c88dfc9b136b5c45e,Implementation of the Defence Trade Controls Legislation Submission 12,Publication,2013-05-20,https://www.aph.gov.au/DocumentStore.ashx?id=7e78bfeb-3fd2-41c8-af9e-bcbad7f0eb75&subId=23372,,"Dual-use technology, Governance, Education",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics",10.2796/28465
ecdc-3daa2fbad09af7e65ea5374afafb36cc,Risk assessment: Laboratory-created A(H5N1) viruses transmissible between ferrets,Publication,2012-02-28,https://www.ecdc.europa.eu/en/publications-data/risk-assessment-laboratory-created-ah5n1-viruses-transmissible-between-ferrets,,"Biosafety, Influenza, Avian influenza",eng,"science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.2796/28465
euiss-76d63d0ab5f2d98ad290cd5576726e09,Setting a standard for stakeholdership,Publication,2011-11-25,https://www.iss.europa.eu/content/setting-standard-stakeholdership,,"Biosecurity, Chemical Weapons Convention, Biosafety",eng,"science and technology>natural science, science and technology, science and technology>natural science>biology, politics, society, health, politics>international relations, politics>international relations>diplomacy",10.2796/28465
unitednations-e4fed91d7c5b689677143c06135743a1,Guide to Implementing the Biological Weapons Convention,Publication,2023-01-01,https://digitallibrary.un.org/record/4012889?ln=en,"BIOLOGICAL WEAPONS, CONVENTIONAL WEAPONS, TREATY COMPLIANCE, WEAPONS OF MASS DESTRUCTION","United Nations Security Council Resolution 1540, Safety, Dual-use technology",spa,"crime, law and justice, politics, education, health, politics>government, science and technology, crime, law and justice>law",who-057e85c658f95c495dfc1e10207a7bae
acmedsci-38f0c6fe618d3cf0275cbcc447773553,Improving the health of the public by 2040,Publication,2016-10-11,https://acmedsci.ac.uk/file-download/41399-5807581429f81.pdf,,"Cost of living, Health, Climate change",eng,"science and technology>natural science, health, health>diseases and conditions, environment, science and technology>natural science>biology, science and technology, education",who-057e85c658f95c495dfc1e10207a7bae
who-8ba61b0e9f65aed94fbc2f83f03a34c3,"Scientific working group on life science research and global health security : report of the first meeting, Geneva, Switzerland, 16-18 October 2006",Publication,2013-04-23,https://apps.who.int/iris/handle/10665/80111,,"World Health Organization, Public health, Health",eng,"health>diseases and conditions, health, society, science and technology, health>diseases and conditions>communicable disease",who-057e85c658f95c495dfc1e10207a7bae
who-0de7a6224bb4bda15ceeadab6f80980a,"Research policy and management of risks in life sciences research for global health security : report of a meeting, Bangkok, Thailand, 10-12 December 2007",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/69943,,"Biosafety, Biosecurity, Biosafety level",eng,"health>diseases and conditions, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>epidemic, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, health>diseases and conditions>communicable disease",who-057e85c658f95c495dfc1e10207a7bae
unitednations-951c00bf0d11ebab7a440c1734d7a318,Oversight of science /,Publication,2008-07-14,https://digitallibrary.un.org/record/636800?ln=en,"BIOLOGICAL WEAPONS, BIOSAFETY, BIOTECHNOLOGY","Science, Open access, Nature",rus,"health>health treatment, science and technology>natural science, health, science and technology, science and technology>natural science>biology, health>health treatment>medicine, science and technology>natural science>biology>genetics",who-057e85c658f95c495dfc1e10207a7bae
unitednations-4c06053ce2a276e339b073a48ba7f3b4,Biosafety and biosecurity /,Publication,2008-06-24,https://digitallibrary.un.org/record/636795?ln=en,"BIOLOGICAL PRODUCTS, BIOSAFETY, PRODUCT SAFETY","Genetically modified organism, World Health Organization, Branches of science",rus,"science and technology>natural science, science and technology, health, science and technology>natural science>biology, environment, science and technology>natural science>biology>genetics",who-057e85c658f95c495dfc1e10207a7bae
randcorporation-0a969cf63fe696fdf5f3fe17f451cb71,Mitigating Risks at the Intersection of Artificial Intelligence and Chemical and Biological Weapons,Publication,2025-01-28,https://www.rand.org/pubs/research_reports/RRA2990-1.html,,"Technology, Transformer (deep learning architecture), Generative pre-trained transformer",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software, science and technology, health",10.2900/207223
adminch-32e4a907d04de8f9b5381300f7027013,Handbook on the Major Accident Ordinance (StFV),Publication,2024-07-24,https://www.bafu.admin.ch/dam/bafu/de/dokumente/stoerfallvorsorge/uv-umwelt-vollzug/betriebe-mit-biologischem-gefahrenpotenzial.pdf.download.pdf/uv-1807-d_HBStFV_BioGefahr.pdf,,"Safety, Fire alarm system, Biosecurity",ger,"science and technology>natural science, environment>natural resources, health, science and technology, environment, science and technology>natural science>biology, environment>natural resources>water",10.2900/207223
who-a5b18ac6b99b1c7d735596fba62b5b66,"Executive Board, 154th session, Geneva, 22–27 January 2024: resolutions and decisions, annexes",Publication,2024-01-01,https://apps.who.int/iris/handle/10665/378771,"1. Headquarters, Governing bodies","Biosecurity, Biosafety, Organ transplantation",eng,"science and technology>natural science, health>health treatment, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, health>health treatment>medicine",10.2900/207223
who-e74d300fc6b6ac456bd42f2b13bbf3ea,"Executive Council, one hundred and fifty-fourth session, Geneva, 22-27 January 2024: resolutions and decisions, annexes",Publication,2024-01-01,https://apps.who.int/iris/handle/10665/378781,"1. Headquarters, Governing bodies","World Health Organization, Health, Organ transplantation",fre,"science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, politics",10.2900/207223
who-804b0e4981914424748bdfeadaa610ef,Governing Body matters: Key issues arising out of the Seventy-seventh World Health Assembly and the 154th and 155th Sessions of the WHO Executive Board,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/378993,"6. Regional Office for South-East Asia, Regional Committee Meetings","Antimicrobial resistance, Maternal death, Health",eng,"science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology",10.2900/207223
10.2900/864473,Investigation protocol of human cases of avian influenza virus infections in EU/EEA,Publication,2023-12-14,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-investigation-protocol-human-cases,,"Infectious diseases, Health care, Medicine",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health",10.2900/207223
governmentofserbia-409dd6dac828b537dcdac65efac7d6d0,Serbia Emergency Covid-19 Response Project,Publication,2023-11-15,https://www.zdravlje.gov.rs/view_file.php?file_id=2952&cache=sr,,"Health, Infection, Biosecurity",eng,"health>diseases and conditions>communicable disease, health, environment, health>diseases and conditions, environment>environmental pollution, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
robertkochde-0b98996101759c57d6dab617b03ae425,Keep control,Clinical guidance,2023-07-10,http://edoc.rki.de/176904/11211,"Amtliche Bekanntmachungen/Kommissionsveröffentlichungen, Bekanntmachungen des Robert Koch-Instituts, DDC 610, Open Access Set, Primus Set, published version, Report, textPublication","Amref Health Africa, Shanghai Cooperation Organisation, Dilemma",fre,"disaster, accident and emergency incident, health>diseases and conditions>communicable disease, health, health>diseases and conditions, disaster, accident and emergency incident>accident and emergency incident, science and technology, politics, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
governmentofserbia-bd1d64e97e4bc43c897a0a23e72b2515,Serbia Emergency Covid-19 Response Project,Publication,2023-06-06,https://www.zdravlje.gov.rs/view_file.php?file_id=2849&cache=sr,,"Health, Biosafety cabinet, Infection",eng,"environment>natural resources, health>diseases and conditions>communicable disease, environment, environment>environmental pollution, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, environment>natural resources>water",10.2900/207223
folkhalsomyndigheten-7004b22151a732ed8251d82c230992db,Business direction for the Public Health Agency&#39;s knowledge support within biorisks,Clinical guidance,2023-01-18,https://www.folkhalsomyndigheten.se/publikationer-och-material/publikationsarkiv/v/verksamhetsinriktning-for-folkhalsomyndighetens-kunskapsstod-inom-biorisker/,,"Public Health Agency of Sweden, Medical humanities, Medicine",swe,"politics, health, science and technology, health>diseases and conditions, politics>government",10.2900/207223
who-8c679edc5ab23d932c843170a8f1980b,Licensing of health care laboratories is an important component of the national regulatory framework governing laboratory activities,Publication,2022-10-21,https://apps.who.int/iris/handle/10665/363692,,"Accreditation, License, Certification",rus,"crime, law and justice, economy, business and finance, economy, business and finance>business information, economy, business and finance>business information>human resources, science and technology>social sciences, crime, law and justice>law>civil law, health, crime, law and justice>law, crime, law and justice>law>civil law>regulation, science and technology>social sciences>economics, economy, business and finance>business information>human resources>management, science and technology",10.2900/207223
who-3193bf2c96a23681590117804b03a187,WHO BioHub system: biosafety and biosecurity: criteria and operational modalities,Publication,2022-07-07,https://apps.who.int/iris/handle/10665/359105,,"Biosafety, Biosecurity, Risk",eng,"science and technology>natural science, health>health treatment, health, science and technology, health>diseases and conditions, science and technology>natural science>biology, health>health treatment>medicine",10.2900/207223
governmentofturkey-a378c12c276962d193e7628e122a359a,Environmental and Social Management Framework,Publication,2021-11-04,https://dosyamerkez.saglik.gov.tr/Eklenti/41863/0/esmf-hssspmoh04112021draftpdf.pdf,,"Biosafety level, Biomedical waste, Occupational safety and health",eng,"science and technology>natural science, health, health>diseases and conditions, science and technology>natural science>biology, science and technology",10.2900/207223
who-a124484c3c5228de2bb5111e98792581,"Joint external evaluation of IHR core capacities of Montenegro: mission report, 27-31 May 2019",Publication,2021-03-17,https://apps.who.int/iris/handle/10665/340196,,"Biosecurity, International Health Regulations, Biosafety",eng,"health>diseases and conditions>illness, health>diseases and conditions, health",10.2900/207223
apo-78f6eaaa6f9537dfa4c07e8c00751695,Biotechnology and security threats: national responses and prospects for international cooperation,Publication,2021-03-15,https://apo.org.au/node/311431,,"Biosecurity, Virus, Biotechnology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions>illness, health>diseases and conditions",10.2900/207223
cigi-9e0839114b2319bbf075ab66fb17ef96,Biotechnology and Security Threats: National Responses and Prospects for International Cooperation,Publication,2021-03-15,https://www.cigionline.org/publications/biotechnology-and-security-threats-national-responses-and-prospects-international/,,"Biosecurity, Virus, Biotechnology",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions>illness, health>diseases and conditions",10.2900/207223
fao-dfd063eb7d7563c3c650b14e93707ee0,"EuFMD Special Committee for Biorisk Management (SCBRM), Meeting Report Appendices",Publication,2021-01-01,https://openknowledge.fao.org/handle/20.500.14283/CB3861EN,"2 - Совещания, value chains, Документы совещаний","Biosafety, Biosafety level, Biosecurity",eng,"science and technology>natural science, health>health treatment, health, science and technology, science and technology>natural science>biology, health>diseases and conditions, health>health treatment>medicine",10.2900/207223
governmentofperu-4a300594e25ea7923eae6b16d840da8b,Biosafety in Microbiological and Biomedical Laboratories—6th Edition,Publication,2020-12-11,https://www.minsa.gob.pe/Recursos/OTRANS/08Proyectos/2022/Biosafety%20in%20Microbiological%20and%20Biomedical%20Laboratories%206th%20edition.pdf,,"Biocontainment, Biosafety level, Biosafety",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness, science and technology>natural science>biology, health",10.2900/207223
governmentofperu-86bca9185ca1db6c6fb8e73f804879d7,Biosafety in Microbiological and Biomedical Laboratories—6th Edition,Publication,2020-12-11,https://www.minsa.gob.pe/Recursos/OTRANS/08Proyectos/2023/nsec/Biosafety%20in%20Microbiological%20and%20Biomedical%20Laboratories%206th%20edition.pdf,,"Biocontainment, Biosafety level, Biosafety",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness, science and technology>natural science>biology, health",10.2900/207223
carnegieendowment-0337376623f85070e068b7ef2f5e9d05,Biological Risks in India: Perspectives and Analysis,Publication,2020-12-09,https://carnegieendowment.org/2020/12/09/biological-risks-in-india-perspectives-and-analysis-pub-83399,,"Biosecurity, Biosafety, Avian influenza",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>illness, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions",10.2900/207223
govsg-4a5384ac8a0ca17eb508dd56352f2dc7,Biosafety in Microbiological and Biomedical,Publication,2020-11-19,https://www.moh.gov.sg/docs/librariesprovider7/useful-info-and-guidelines-documents/bmbl.pdf?sfvrsn=a55c1973_4,,"Biosafety level, Biocontainment, Biosafety",eng,"science and technology, health>diseases and conditions>communicable disease, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health>diseases and conditions, science and technology>natural science>biology, health",10.2900/207223
who-6d3b31d6633fe5eee079a3769d2884b8,WHO guidance on implementing regulatory requirements for biosafety and biosecurity in biomedical laboratories: a stepwise approach,Publication,2020-06-01,https://apps.who.int/iris/handle/10665/332244,,"Biosafety, Biosecurity, Regulatory compliance",eng,"science and technology>natural science, economy, business and finance, science and technology, health, science and technology>natural science>biology, politics, politics>government policy, politics>government policy>regulatory of industry, economy, business and finance>economic sector",10.2900/207223
who-017cba89d2a0e001d79bce39063db7ab,Joint external evaluation of IHR core capacities of Libya: mission report: 9-15 July 2018,Publication,2019-04-29,https://apps.who.int/iris/handle/10665/312106,,"Biosecurity, Antimicrobial resistance, Biosafety",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease, science and technology, health>diseases and conditions>illness",10.2900/207223
govsg-a7c7e95d05f110ebcf301da13f00f5c8,National Biosafety Standards For Maximum Containment Facilities,Publication,2019-04-29,https://www.moh.gov.sg/docs/librariesprovider7/useful-info-and-guidelines-documents/national-biosafety-standards-for-mcf-may-2019.pdf?sfvrsn=197fd368_2,,"Biosafety, Autoclave, Biosafety cabinet",eng,"environment, health>health treatment, health, health>diseases and conditions, health>health treatment>medicine, environment>environmental pollution, science and technology",10.2900/207223
governmentofphillippines-21ab3836b2829d358e54d21515a56cdf,POLICY BRIEF,Publication,2019-03-28,https://pcaarrd.dost.gov.ph/index.php/services/policy-analysis-advocacy/2352-policy-brief-biosafety/file,,"Biosafety, Genetically modified organism, Genetic engineering",eng,"economy, business and finance, economy, business and finance>economic sector, politics>government policy, politics>government policy>regulatory of industry, economy, business and finance>economic sector>agriculture, science and technology, politics>government policy>regulatory of industry>food and drink regulations, politics, environment",10.2900/207223
who-7529d2d838ea63593be6c13b107ba78c,Joint external evaluation of IHR core capacities of the Republic of Lithuania: mission report: 19-23 November 2018,Publication,2019-03-11,https://apps.who.int/iris/handle/10665/311201,,"Emergency, Foodborne illness, Risk management",eng,"science and technology>natural science, health>diseases and conditions, health, science and technology, education, health>diseases and conditions>illness, health>diseases and conditions>communicable disease, science and technology>natural science>biology",10.2900/207223
who-fbc34dbd525ba1b03419ed81383f8b7c,Guidelines on biobehavioral surveys in population groups at risk of HIV,Publication,2018-10-25,https://apps.who.int/iris/handle/10665/275541,,"Human activities, Survey methodology, Creative Commons",spa,"science and technology>natural science, health>diseases and conditions>communicable disease, health, health>diseases and conditions, science and technology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, society",10.2900/207223
who-4cbceec8f8b4d457d243a1d6dc60de8d,Guidelines for bio-behavioral surveys of populations exposed to HIV,Publication,2018-10-09,https://apps.who.int/iris/handle/10665/275372,,"HIV/AIDS, HIV, Personal data",fre,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology, science and technology>social sciences, health>diseases and conditions>communicable disease",10.2900/207223
adminch-d9daeca320613821981068ea3cf7eac2,Manual concerning the Ordinance on Protection against Major Accidents (OPIR) - Companies with biological hazard potential,Publication,2018-07-06,https://www.bafu.admin.ch/dam/bafu/it/dokumente/stoerfallvorsorge/uv-umwelt-vollzug/betriebe-mit-biologischem-gefahrenpotenzial.pdf,,"Insurance, Genetically modified organism, Water",ita,"arts, culture and entertainment, arts, culture and entertainment>culture, science and technology, health, science and technology>natural science>biology, science and technology>natural science, arts, culture and entertainment>culture>language, science and technology>natural science>physics",10.2900/207223
adminch-99b8b2f42bebf91a14b26317f4587012,Manual of the Ordinance on Major Accidents (OPAM) – Companies presenting a biological hazard potential,Publication,2018-07-06,https://www.bafu.admin.ch/dam/bafu/fr/dokumente/stoerfallvorsorge/uv-umwelt-vollzug/betriebe-mit-biologischem-gefahrenpotenzial.pdf.download.pdf/uv-1807-f_HBStFV_BioGefahr.pdf,,"Safety, Risk, Preventive healthcare",fre,"science and technology>natural science, health, science and technology, environment, health>diseases and conditions, science and technology>natural science>biology",10.2900/207223
