unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
ecdc-91fe02d5e69ea11a9eb933078c509527,Avian influenza overview April – June 2023,Publication,2023-07-13,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-april-june-2023,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7415
ecdc-a5a6d892f72eeb4d8c5ed0d242d6dc3b,Zoonotic influenza - Annual Epidemiological Report for 2022,Publication,2023-05-23,https://www.ecdc.europa.eu/en/publications-data/zoonotic-influenza-annual-epidemiological-report-2022,,"Influenza, Avian influenza, Swine influenza",eng,"health>diseases and conditions>illness, health>diseases and conditions, health",10.2903/j.efsa.2022.7415
ecdc-0d2741f8ba67c66e1e3fe1e0e9aae39e,Avian influenza overview March – April 2023,Publication,2023-05-12,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-march-april-2023,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, science and technology>natural science>biology>genetics, health",10.2903/j.efsa.2022.7415
ecdc-5a8afd8ea02dc76912f80ae396dba72b,Avian influenza overview September – December 2022,Publication,2022-12-20,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-september-december-2022,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7415
inspq_canada-84d3eb08ea0ba85fc9f8db084a52f45d,Infection prevention and control measures for the management of a human case of avian influenza A(H5N1) in a healthcare setting,Clinical guidance,2022-12-14,https://www.inspq.qc.ca/publications/3274,,"Health, Health sciences, Medical specialties",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7415
compassionworldfarming-24c6804bcf5ed8665b36d783cd44c098,2022 EggTrack Report,Publication,2022-11-17,https://www.ciwf.com/media/7452386/eggtrack-2022-report.pdf,,"Egg as food, Poultry farming, Avian influenza",eng,"economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>consumer goods, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology, science and technology>social sciences, economy, business and finance>economic sector>consumer goods>food, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>agriculture, science and technology>social sciences>economics",10.2903/j.efsa.2022.7415
ecdc-1f2f67c99a9cf3ddedd6500d73db7dcb,"Influenza virus characterization - Summary Europe, June 2022",Publication,2022-10-27,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterization-summary-europe-june-2022,,"Influenza A virus subtype H3N2, Avian influenza, Influenza A virus subtype H1N1",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7415
ecdc-72f0c75ab0d9b56e2cc67795655a0a9a,"Influenza virus characterization - Summary Europe, July 2022",Publication,2022-10-27,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterization-summary-europe-july-2022,,"Avian influenza, Influenza A virus subtype H3N2, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7415
who-86729558374cf91d60e0c50470380376,"Influenza virus characterization: summary report, Europe, June 2022",Publication,2022-10-19,https://apps.who.int/iris/handle/10665/363629,,"Diseases and disorders, Epidemiology, Clinical medicine",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7415
who-d77cead7ca1740174a0a3d9678368419,"Influenza virus characterization: summary report, Europe, July 2022",Publication,2022-10-19,https://apps.who.int/iris/handle/10665/363632,,"Epidemiology, Medicine, Diseases and disorders",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7415
ecdc-d652424eabb5e3ca7ccdc98f285d947f,Avian influenza overview June – September 2022,Publication,2022-09-30,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-september-2022,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health",10.2903/j.efsa.2022.7415
govdeptsjapan-989193f7a70a3dd00d6f6b5cd8241b87,Epidemiological Survey Report on the Outbreak of Highly Pathogenic Avian Influenza in the 2021-2022 Season,Publication,2022-09-06,https://www.maff.go.jp/j/syouan/douei/tori/attach/pdf/r3_hpai_kokunai-199.pdf,,"Living dinosaurs, Animals, Ornithurans",jpn,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, economy, business and finance>economic sector>agriculture, environment, health>diseases and conditions>communicable disease>virus disease, science and technology",10.2903/j.efsa.2022.7415
10.2900/852604,Avian influenza overview March – June 2022,Publication,2022-06-30,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-march-june-2022,,"Influenza A virus subtype H5N8, Influenza A virus subtype H5N2, Poultry",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology>genetics, science and technology>natural science>biology",10.2903/j.efsa.2022.7415
ecdc-edb78dc1cc287c57adc7282085bb2e98,Consolidated annual activity report 2022,Publication,2023-06-09,https://www.ecdc.europa.eu/en/publications-data/consolidated-annual-activity-report-2022,,"European Centre for Disease Prevention and Control, World Health Organization, Internal control",eng,"health>diseases and conditions, health>diseases and conditions>illness, health, education, politics",10.2900/852604
northernirelandgovuk-d8c26830da017ce793cb609eb13f456a,Avian Influenza - Veterinary Risk Assessment,Publication,2022-10-25,https://www.daera-ni.gov.uk/publications/avian-influenza-veterinary-risk-assessment,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",10.2900/852604
ecdc-9ec585f2e4abebf5052363c8b6390ab0,"Testing and detection of zoonotic influenza virus infections in humans in the EU/EEA, and occupational safety and health measures for those exposed at work",Publication,2022-10-03,https://www.ecdc.europa.eu/en/publications-data/zoonotic-influenza-virus-infections-humans-testing-and-detection,,"Influenza, Avian influenza, Influenza A virus subtype H3N2",eng,"health, health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, health>diseases and conditions",10.2900/852604
ecdc-632fe7267b1e0b03cb21c6672b4db2cf,Zoonotic influenza - Annual Epidemiological Report for 2021,Publication,2023-03-10,https://www.ecdc.europa.eu/en/publications-data/zoonotic-influenza-annual-epidemiological-report-2021,,"Influenza A virus subtype H5N8, Influenza, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7289
ecdc-5e2586bd64c3dfb4a004858f5499cc1c,"Influenza virus characterization - Summary Europe, May 2022",Publication,2022-10-05,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterization-summary-europe-may-2022,,"Viral respiratory tract infections, Medical specialties, Microbiology",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7289
who-1cfc1782395e13c68700d9941f5c0d2c,"Influenza virus characterization: summary report, Europe, May 2022",Publication,2022-10-04,https://apps.who.int/iris/handle/10665/363369,,"Avian influenza, Influenza A virus subtype H3N2, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health, science and technology>natural science>biology, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7289
inspq_canada-e88af90ca3fda3ee1f9dc002db7099d0,Avian influenza H5N1 – Recommendations for workers in contact with birds or other wild animals,Clinical guidance,2022-10-03,https://www.inspq.qc.ca/publications/2871,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",fre,"health>diseases and conditions>communicable disease, health, health>diseases and conditions, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",10.2903/j.efsa.2022.7289
inspq_canada-caedf51bc858f04854f09d8d6dc869ba,Avian influenza H5N1 – Recommendations for the protection of workers in the poultry sector,Clinical guidance,2022-07-13,https://www.inspq.qc.ca/publications/2881,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",fre,"economy, business and finance, economy, business and finance>economic sector, health>diseases and conditions>communicable disease, health>diseases and conditions, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease, economy, business and finance>economic sector>agriculture",10.2903/j.efsa.2022.7289
ecdc-02aeecd54e26eb4ec2cb84358a84e0c1,"Influenza virus characterisation - Summary Europe, March 2022",Publication,2022-04-21,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterisation-summary-europe-march-2022,,"Influenza A virus subtype H3N2, Avian influenza, Influenza A virus subtype H1N1",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology, health, science and technology>natural science>biology>genetics",10.2903/j.efsa.2022.7289
ecdc-5632edefffa59df2eeafc8b3ec4e817b,Avian influenza overview December 2021–March 2022,Publication,2022-03-31,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-december-2021-march-2022,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, health>diseases and conditions, science and technology>natural science>biology>genetics, health",10.2903/j.efsa.2022.7289
animalwelfareinstitute-155d517e3e1d96bd32de1ccf8a015e13,Comments on AVMA Laying Hen Housing Policy,Publication,2024-02-05,https://awionline.org/sites/default/files/uploads/documents/AWI-Comment-AVMA-Layer-Hen-Housing-Policy.pdf,,"Cannibalism in poultry, Free-range eggs, Poultry farming",eng,"health>health treatment, science and technology, science and technology>natural science, health>diseases and conditions, health, science and technology>natural science>biology, health>health treatment>medicine",10.2903/j.efsa.2021.7108
eurogroupforanimals-3ac3617fe0929ed529d9e91cd2b24cd8,The social costs of avian influenza and other animal diseases,Publication,2024-01-23,https://www.eurogroupforanimals.org/library/social-costs-avian-influenza-and-other-animal-diseases,,"Cost of living, Avian influenza, Zoonosis",eng,"health>diseases and conditions, health>diseases and conditions>illness, health",10.2903/j.efsa.2021.7108
parliamentofnetherlands-79948d8c00bdddc703fa681a70056733,Senate of the States General,Publication,2023-03-13,https://www.eerstekamer.nl/behandeling/20230131/verslag_van_een_schriftelijk/document3/f=/vm07q2fp68it_opgemaakt.pdf,,"Avian influenza, COVID-19 pandemic, Zoonosis",dut,"health>health treatment, health, politics, politics>government, health>health treatment>medicine",10.2903/j.efsa.2021.7108
parliamentofnetherlands-b35da82dba64ab44e1d07596b5328570,First Chamber of the States General,Publication,2023-03-13,https://www.staten-generaal.nl/9370000/1/j4nvi0xeni9vr2l_j9vvkfvj6b325az/vm07q2fp68it/f=/vm07q2fp68it_opgemaakt.pdf,,"Avian influenza, COVID-19 pandemic, Zoonosis",dut,"health>health treatment, health, politics, politics>government, health>health treatment>medicine",10.2903/j.efsa.2021.7108
parliamentofnetherlands-479be026b3012b30b226a0b74178f9a5,First Chamber of the States General,Publication,2023-03-13,https://eerstekamer.nl/9370000/1/j4nvi0xeni9vr2l_j9vvkfvj6b325az/vm07q2fp68it/f=/vm07q2fp68it_opgemaakt.pdf,,"Avian influenza, COVID-19 pandemic, Zoonosis",dut,"health>health treatment, health, politics, politics>government, health>health treatment>medicine",10.2903/j.efsa.2021.7108
parliamentofnetherlands-cdab27c67c6335812a9fedd8bda6108d,First Chamber of the States General,Publication,2023-03-13,https://www.staten-generaal.nl/eu/behandeling/20230131/verslag_van_een_schriftelijk/document3/f=/vm07q2fp68it_opgemaakt.pdf,,"Avian influenza, COVID-19 pandemic, Zoonosis",dut,"health>health treatment, health, politics, politics>government, health>health treatment>medicine",10.2903/j.efsa.2021.7108
anses-98a8a065fa4ed8bcb51d5263c54b75a8,ANSES OPINION on the assessment of management measures relating to avian influenza in the Vendée and neighboring departments - 2nd part - Answer to question 2,Publication,2022-03-18,https://www.anses.fr/fr/system/files/SABA2022SA0039-1.pdf,,"Anaerobic digestion, Digestate, Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail",fre,"lifestyle and leisure, lifestyle and leisure>lifestyle, health>diseases and conditions, lifestyle and leisure>lifestyle>food and drink, health, environment, science and technology",10.2903/j.efsa.2021.7108
governmentofbulgaria-66c7b64a35018d63ab49a717296bd234,What is bird flu?,Publication,2022-03-01,https://www.mzh.government.bg/media/filer_public/2022/03/02/avian_ifluentsa_qa_bg_mzm.pdf,,,bul,,10.2903/j.efsa.2021.7108
10.2900/207223,Avian influenza overview September – December 2021,Scholarly article,2021-12-22,https://www.ecdc.europa.eu/en/publications-data/avian-influenza-overview-september-december-2021,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology>genetics, health",10.2903/j.efsa.2021.7108
parliamentofnetherlands-eb6996fc2f389492c6fa2f731c6b1fda,Scientific report Art_31_ AI monitoring_March 2019,Publication,2021-12-21,https://eerstekamer.nl/9370000/1/j4nvi0xeni9vr2l_j9vvkfvj6b325az/vlppklmmazxr/f=/vlpoj7nad1zy.pdf,,"Avian influenza, Influenza A virus subtype H5N1, Influenza",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, science and technology>natural science>biology>genetics, health",10.2903/j.efsa.2021.7108
ecdc-278fc809fd3ee8c0080eb217ca1a7728,"Influenza virus characterisation - Summary Europe, February 2022",Publication,2022-03-10,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterisation-summary-europe-february-2022,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions, science and technology>natural science>biology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
publichealthscotland-8ed06f94847f5e01dd43c7fd7aa34643,Weekly national seasonal respiratory report - Week 3 2022 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-27,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-3-2022/,,"Influenza, Avian influenza, Influenza-like illness",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
ecdc-c3c46b5cd1c106805c160afac1e1c5d9,"Influenza virus characterisation - Summary Europe, December 2021",Publication,2022-01-25,https://www.ecdc.europa.eu/en/publications-data/influenza-virus-characterisation-summary-europe-december-2021,,"Influenza A virus subtype H3N2, Avian influenza, Influenza A virus subtype H7N9",eng,"health>diseases and conditions>communicable disease, science and technology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology>natural science>biology, health>diseases and conditions, health",10.2900/207223
publichealthscotland-37741710e430497692f03d4e70c4c971,Weekly national seasonal respiratory report - Week 2 2022 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-20,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-2-2022/,,"Influenza, Avian influenza, Influenza-like illness",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
ecdc-afaa1c14401cc1ed2418d9002dd423b3,"Communicable disease threats report, 9-15 January 2022, week 2",Publication,2022-01-14,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-9-15-january-2022-week-2,,"Health sciences, Influenza, Public health emergency of international concern",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
publichealthscotland-b8d410834270f6722f00fa0cd599208f,Weekly national seasonal respiratory report - Week 1 2022 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-13,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-1-2022/,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
publichealthscotland-7f3283b07672cc95638cca8a6101ddce,Weekly national seasonal respiratory report - Week 52 2021 - Weekly national seasonal respiratory report,Clinical guidance,2022-01-07,https://publichealthscotland.scot/publications/weekly-national-seasonal-respiratory-report/weekly-national-seasonal-respiratory-report-week-52-2021/,,"Influenza, Influenza-like illness, Avian influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions>illness, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
ecdc-ecf851e32b988e4f67b041784fe587e5,"Communicable disease threats report, 2-8 January 2022, week 1",Publication,2022-01-07,https://www.ecdc.europa.eu/en/publications-data/communicable-disease-threats-report-2-8-january-2022-week-1,,"Avian influenza, Influenza, Influenza A virus subtype H5N1",eng,"health>diseases and conditions, health>diseases and conditions>illness, health, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease",10.2900/207223
fao-14443e175aad7a2484da7e33be623800,Chinese-origin H7N9 avian influenza spread in poultry and human exposure,Publication,2018-01-01,https://openknowledge.fao.org/handle/20.500.14283/I8705EN,"1 - Продукты знаний, Publicaciones, value chains","Influenza A virus subtype H7N9, Avian influenza, Influenza",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health, science and technology, health>diseases and conditions>communicable disease>virus disease",10.2900/207223
seoamsterecon-296403fd58bab2a70edb1118e4dbfc22,National Security Trend Analysis 2024: Accumulation of threats in times of uncertainty,Publication,2024-06-25,https://www.seo.nl/publicaties/trendanalyse-nationale-veiligheid-2024-stapeling-van-dreigingen-in-tijden-van-onzekerheid/,,"Artificial intelligence, Climate change, Photonics",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>energy and resource, politics, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, science and technology>natural science>biology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
rathenau-d3d9b49692a34b8256c37d271e0ba2f0,Rathenau Scan: Quantum technology in society,Publication,2023-05-10,https://www.rathenau.nl/nl/digitalisering/rathenau-scan-quantumtechnologie-de-samenleving,,"Quantum entanglement, Quantum computing, Branches of science",dut,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>physics, economy, business and finance>economic sector>computing and information technology>software",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
clingendael-783f9ccb61d9e90f17b6cdc601267429,Strategic Monitor 2021-2022,Publication,2022-03-28,https://www.clingendael.org/publication/strategic-monitor-2021-2022,,"Climate security, European Union, Deterrence theory",eng,"politics>government, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics>international relations, politics, science and technology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
hcss-e8dfb87c6023d4ed3cc9b6c98949af05,Strategic Monitor 2021-2022 | Hanging Together: Partners and Policies for the Netherlands and EU in Turbulent Times - HCSS,Publication,2022-01-26,https://hcss.nl/report/strategic-monitor-2021-2022-hanging-together/,,"Climate security, European Union, Main Ground Combat System",eng,"politics>government, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government>defence, politics>international relations, politics, science and technology",hcss-57b79af3fd78a2b9f492a9a3138b1a6d
who-17b2763b1af2ef755b84cc8e27337a93,Landscape analysis of the opportunities and challenges for neurotechnology in global health,Publication,2025-06-30,https://apps.who.int/iris/handle/10665/381761,1. Headquarters,"Neuromodulation (medicine), Neurotechnology, Neuroimaging",eng,"health>health treatment, health>diseases and conditions, science and technology, health, health>health treatment>medicine",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-411b02f99f1e345178b87500075e8943,"2023 Biorisks, Biosecurity and Biological Disarmament Conference Report",Publication,2024-07-09,https://unidir.org/publication/2023-biorisks-biosecurity-and-biological-disarmament-conference-report/,,"Biosecurity, United Nations Office for Disarmament Affairs, Governance",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, politics, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-269e5872975525599bc2ffaddd1d011e,"Global Guiding Framework: Responsible Use of Life Sciences: Mitigating Biological Risks, Governing Dual-Use Research",Publication,2023-06-14,https://apps.who.int/iris/handle/10665/369236,,"Health, Preventive healthcare, Technology",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, economy, business and finance>economic sector>computing and information technology",who-21e58fa0cb28e055c4cacde8da6855c0
who-083c2a2238ce6b3cd059c032a7e92b40,Global policy framework for the responsible use of life sciences: mitigating biological risks and governing dual research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369131,,"Governance, Safety, Natural environment",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",who-21e58fa0cb28e055c4cacde8da6855c0
who-4edc91b17fa672bc52fdef05a27b0791,A global guideline framework for the responsible use of the life sciences: reducing biological risks and regulating dual-use research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369130,,"Branches of science, Ecosystem, Artificial intelligence",ara,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-7f17601c4d68f6e97900f13184888703,Global Guidelines for the Responsible Use of Life Sciences Research: Biological Risk Reduction and Management of Dual Use Research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369132,,"Branches of science, Risk, Innovation",rus,"science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
who-2328628190847b6aedf513fff1ba338d,Global Guidance Framework for Responsible Use of Life Sciences: Biohazard Reduction and Governance of Dual-Use Research,Publication,2023-06-09,https://apps.who.int/iris/handle/10665/368979,,"Natural environment, Infodemic, Governance",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-aa3ec977c0703d631c5009c21f3c2496,Global guidance framework for the responsible use of life sciences: mitigating biological risks and governing dual-use research,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374885,2. Regional Office for Africa,"Branches of science, Disease, Biological warfare",por,"science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, science and technology>social sciences",who-21e58fa0cb28e055c4cacde8da6855c0
unidir-e7852bb83bbd5a3ce4ec5dccb8d2e96a,Assessing the SecBio Platform Proposal for the Biological Weapons Convention,Publication,2022-12-07,https://unidir.org/publication/assessing-the-secbio-platform-proposal-for-the-biological-weapons-convention/,,"Biosecurity, Biological Weapons Convention, United Nations Security Council Resolution 1540",eng,"arts, culture and entertainment, arts, culture and entertainment>culture, health, science and technology, education, arts, culture and entertainment>culture>library and museum",who-21e58fa0cb28e055c4cacde8da6855c0
hiqaie-fe494431b50207363ef7553db68fc69d,Catalogue of institutions undertaking COVID-19 horizon scanning,Clinical guidance,2022-10-19,https://www.hiqa.ie/reports-and-publications/health-technology-assessment/catalogue-institutions-undertaking-covid-19,,"Health, Health informatics, COVID-19 vaccine",eng,"health>health treatment, science and technology>research, health, science and technology, health>health treatment>medicine, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
interacademies-87ccbd94e76c0729d54d394ee120e1d4,Global guidance framework for the responsible use of the life sciences,Publication,2022-09-12,https://www.interacademies.org/publication/global-guidance-framework-responsible-use-life-sciences,,"Governance, Biosecurity, Biosafety",eng,"science and technology>natural science, science and technology>research, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
who-f6488bdadd89245cefef23285bb10d1b,Global guidance framework for the responsible use of the life sciences: mitigating biorisks and governing dual-use research,Publication,2022-09-07,https://apps.who.int/iris/handle/10665/362313,,"Branches of science, Biodiversity, Gain-of-function research",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, science and technology>natural science>biology>genetics",who-21e58fa0cb28e055c4cacde8da6855c0
adviesraadvoorwetenschaptechnologieeninnovatie-472419814c9473107870e24c20f6902b,Corona scenarios thought through: Guide for necessary choices,Publication,2022-09-01,https://www.awti.nl/documenten/publicaties/2022/09/05/index,,"European Union, Virus, Education",dut,"economy, business and finance, science and technology>natural science, education, health, science and technology, science and technology>natural science>biology, health>diseases and conditions, economy, business and finance>economy",who-21e58fa0cb28e055c4cacde8da6855c0
parliamentofnetherlands-f14b3744e675389180617185e2f20533,Corona scenarios thought through: Guidance for necessary choices,Publication,2022-09-01,https://www.eerstekamer.nl/bijlage/20220905/rapportage_coronascenario_s/document3/f=/vlw3kowajtys.pdf,,"COVID-19, European Union, COVID-19 pandemic",dut,"politics, science and technology, health, politics>government, education",who-21e58fa0cb28e055c4cacde8da6855c0
govuk-b6e71ed85a0892c062d6ea2bcc65314a,Biological Security Strategy: call for evidence,Publication,2022-02-16,https://www.gov.uk/government/consultations/biological-security-strategy-call-for-evidence,,"Zoonosis, Risk, Freedom of Information Act (United States)",eng,"health>diseases and conditions, health, science and technology, health>diseases and conditions>illness",who-21e58fa0cb28e055c4cacde8da6855c0
sipri-3160e0c4944d7cf15e79d7f0311422c9,Cloud Labs and Other New Actors in the Biotechnology Ecosystem: Export Control Challenges and Good Practices in Outreach,Publication,2025-05-01,https://www.sipri.org/publications/2025/eu-non-proliferation-and-disarmament-papers/cloud-labs-and-other-new-actors-biotechnology-ecosystem-export-control-challenges-and-good-practices,,"Biosecurity, Dual-use technology, Nuclear proliferation",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health",10.2861/620590
