unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_unique_identifier
apo-5ec439cd71f4c34dc325697e2bde1971,The impact of artificial intelligence on jobs and work in New Zealand,Publication,2021-06-11,https://apo.org.au/node/312792,,"Deep learning, Machine learning, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, society, labour, labour>employment, economy, business and finance>economic sector>computing and information technology, science and technology, society>values",10.2759/523404
apo-4c8b6372759ff614c9c2b68cfcdaaa96,Human rights and technology: final report,Publication,2021-05-27,https://apo.org.au/node/312514,,"Artificial intelligence, Decision-making, Accessibility",eng,"economy, business and finance>economic sector, economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, health",10.2759/523404
acola-9f399d6eb3ac03bd69d38059b2c28f61,The Internet of Things,Publication,2020-11-05,https://acola.org/hs5-internet-of-things-australia/,,"Internet of things, Fourth Industrial Revolution, Smart city",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>emergency incident, economy, business and finance, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology, science and technology, economy, business and finance>economy, disaster, accident and emergency incident>emergency incident>transport incident, economy, business and finance>economic sector>transport",10.2759/523404
nswparliamentresearch-83bbc308c0810948dcf13c73ec6163dc,The use of artificial intelligence by government: parliamentary and legal issues,Publication,2020-09-28,https://www.parliament.nsw.gov.au/researchpapers/Pages/The-use-of-AI-by-government-parliamentary-and-legal-issues.aspx,,"Artificial general intelligence, Artificial intelligence, Automated decision-making",eng,"economy, business and finance, economy, business and finance>economic sector, politics, economy, business and finance>economic sector>computing and information technology, science and technology, society, politics>government",10.2759/523404
auschiefscientist-1c85b1059d78e169d33cf41fe73eecf9,2020 Rapid report - Motivators for use of the COVIDSafe App,Publication,2020-05-18,https://www.chiefscientist.gov.au/news-and-media/2020-rapid-report-motivators-use-covidsafe-app,,"COVIDSafe, Contact tracing, Privacy",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",10.2759/523404
airegulation-88307ca71e21d0c1bb72b68598f797c2,An Artificial Intelligence Standards Roadmap: Making Australia’s Voice Heard,Publication,2020-05-05,https://www.standards.org.au/getmedia/ede81912-55a2-4d8e-849f-9844993c3b9d/1515-An-Artificial-Intelligence-Standards-Roadmap12-02-2020.pdf.aspx,,"Artificial intelligence, International Organization for Standardization, ISO/IEC JTC 1",eng,"economy, business and finance>economic sector, economy, business and finance, science and technology, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector>computing and information technology>software",10.2759/523404
accenture-48a8a44cd0af54cc69c8c0fd979372e1,Autonomous Operations in Mining,Publication,2020-03-17,https://www.accenture.com/gb-en/insights/natural-resources/autonomous-operations-mining,,"Automation, Mining, Autonomy",eng,"economy, business and finance, science and technology, economy, business and finance>economy, science and technology>social sciences, science and technology>social sciences>economics",10.2759/523404
apo-848f64fdbfb43e0377006da33d912dda,Human rights and technology: discussion paper,Working paper,2019-12-17,https://apo.org.au/node/271981,,"Applied ethics, Human activities, Ethics",eng,"crime, law and justice, economy, business and finance, economy, business and finance>economic sector, science and technology, society, economy, business and finance>economic sector>computing and information technology, crime, law and justice>law, politics>government, politics, education, health",10.2759/523404
alrcau-e28e29c7b63c2fd7e6130614d16144bb,The Future of Law Reform: A Suggested Program of Work 2020-25,Publication,2019-12-02,https://www.alrc.gov.au/publication/the-future-of-law-reform-2020-25/,,"Social enterprise, Automated decision-making, Law",eng,"crime, law and justice, crime, law and justice>judiciary, crime, law and justice>law>civil law, economy, business and finance, politics, crime, law and justice>law, crime, law and justice>judiciary>court, economy, business and finance>economy, science and technology, crime, law and justice>law>civil law>regulation, politics>government",10.2759/523404
apo-df3378de697378fe8a91f12f74e7f4d6,"The Australian Academy of the Humanities submission to the Senate Legal and Constitutional Affairs Reference Committee Inquiry into Nationhood, National Identity and Democracy",Publication,2019-10-01,https://apo.org.au/node/261401,,"Australia, Indigenous Australians, Digital divide",eng,"arts, culture and entertainment, education, science and technology, arts, culture and entertainment>culture, society, science and technology>social sciences, politics, education>school>higher education, education>school",10.2759/523404
apo-c47451221aaf02b757c305ca34b6cfa5,The age of Artificial Intelligence in Aotearoa,Publication,2019-08-07,https://apo.org.au/node/252131,,"Artificial intelligence, Automation, Computer",eng,"economy, business and finance, economy, business and finance>economic sector>computing and information technology, economy, business and finance>economic sector, economy, business and finance>economic sector>computing and information technology>software, science and technology, health",10.2759/523404
apo-99880283d7faf0379662959f8031328d,The effective and ethical development of Artificial Intelligence: an opportunity to improve our wellbeing,Publication,2019-07-29,https://apo.org.au/node/250306,,"Artificial intelligence, Automation, Robotics",eng,"economy, business and finance, economy, business and finance>economic sector>computing and information technology, science and technology, health, society, education, environment, economy, business and finance>economic sector, science and technology>social sciences, society>values",10.2759/523404
unitednations-0f2085b24b76732d2a04f25f0f2a66af,Governing prometheans in the anthropocene :three proposals to reform international environmental law /,Publication,2022-05-01,https://digitallibrary.un.org/record/4070942?ln=en,"EARTH SCIENCES, ENVIRONMENTAL LAW, ENVIRONMENTAL PROTECTION, INTERNATIONAL LAW","Human migration, Environmental, social, and governance, Economic inequality",eng,"economy, business and finance, economy, business and finance>economy>macro economics, politics>international relations, economy, business and finance>economy, politics, politics>government, economy, business and finance>economy>macro economics>recession, conflicts, war and peace, science and technology",unitednations-322464fe5320475f4d41dd50f867d7bd
unitednations-a2dc16657d0dec0a1e398614c4333b25,Beyond opportunism :the UN development system's response to the triple planetary crisis /,Publication,2021-01-01,https://digitallibrary.un.org/record/4065983?ln=en,"BIODEGRADATION, CLIMATE CHANGE, CRISIS MANAGEMENT, MULTILATERALISM, POLLUTION","Biodiversity, Green recovery, Biodiversity loss",eng,"economy, business and finance, environment, economy, business and finance>economy, environment>natural resources, science and technology, politics, environment>natural resources>water",unitednations-322464fe5320475f4d41dd50f867d7bd
unitednations-c5a36f32248b71b7c5a7406187ca537a,The United States' current and future relationship with the United Nations /,Publication,2020-01-01,https://digitallibrary.un.org/record/4076467?ln=en,"COORDINATION WITHIN UN SYSTEM, HOST COUNTRY RELATIONS, MULTILATERALISM, PARTNERSHIP, UNITED STATES","Politics, Government, International relations",eng,"politics>international relations, politics, politics>international relations>diplomacy, politics>government",unitednations-322464fe5320475f4d41dd50f867d7bd
euparl_library-43772e9145b339da7bc16217587db8cc,"Counterterrorism policies, measures and tools in the EU",Publication,2022-03-25,https://www.europarl.europa.eu/thinktank/en/document/IPOL_STU(2022)730581,,"Eurojust, Counterterrorism, European Union",eng,"crime, law and justice, crime, law and justice>judiciary, crime, law and justice>law, crime, law and justice>crime, crime, law and justice>judiciary>court, politics>government, politics",10.2861/131976
euparl_library-fea3c67f99a93e6757ef6b1b3e7e2ea4,"EU preparedness and responses to Chemical, Biological, Radiological and Nuclear (CBRN) threats",Publication,2021-07-14,https://www.europarl.europa.eu/thinktank/en/document/EXPO_STU(2021)653645,,"Biological Weapons Convention, Treaty on the Non-Proliferation of Nuclear Weapons, Weapon of mass destruction",eng,"disaster, accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident, politics>government policy, politics>government, politics>government>defence>military equipment, politics>government policy>nuclear policy, politics>government>defence>military equipment>military weaponry, conflicts, war and peace, politics>government>defence, politics, disaster, accident and emergency incident>accident and emergency incident>industrial accident and incident>nuclear accident and incident",10.2861/131976
apo-7d187fcf99c04b88f98d209d21f901e7,2021 National research infrastructure roadmap,Publication,2022-04-07,https://apo.org.au/node/317299,,"Technology roadmap, Economic growth, Sustainability",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, environment, economy, business and finance>economy, economy, business and finance>economic sector>computing and information technology, science and technology>natural science>biology>genetics",10.2903/sp.efsa.2020.en-1664
acola-ca961c6b7f2fe2d7164859b012d5ac33,The future of agricultural technologies,Publication,2020-09-20,https://acola.org/hs6-future-agricultural-technologies/,,"Agriculture, Genetically modified food, Machine learning",eng,"economy, business and finance>economic sector>agriculture, economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, lifestyle and leisure>lifestyle>food and drink, science and technology>natural science>biology>genetics, science and technology",10.2903/sp.efsa.2020.en-1664
auschiefscientist-dd7eba1f73f7ec0665cd0e984562fcf2,Occasional paper: Synthetic Biology,Publication,2020-08-05,https://www.chiefscientist.gov.au/news-and-media/occasional-paper-synthetic-biology,,"Synthetic biology, Life sciences, Biology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology",10.2903/sp.efsa.2020.en-1664
policyexchange-192b954b4c264a63d8eeced3a547c107,Great Restorations,Publication,2022-01-13,https://policyexchange.org.uk/publication/great-restorations/,,"Climate change, Carbon neutrality, Politics",eng,"economy, business and finance, environment, science and technology, politics, economy, business and finance>economy, environment>environmental politics",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-05b82c42e223c0a67f444c08df4e40be,Nature and the City,Publication,2021-12-22,https://policyexchange.org.uk/publication/nature-and-the-city/,,"Infrastructure, Air pollution, Green infrastructure",eng,"environment>nature, environment, environment>environmental pollution, science and technology",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-6685ee636a9e7ef957152c1a06ddfc81,Beyond the Energy Crisis,Publication,2021-12-14,https://policyexchange.org.uk/publication/beyond-the-energy-crisis/,,"Physical quantities, Economy, Energy",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>energy and resource, economy, business and finance>economy, environment, science and technology, environment>natural resources>renewable energy, economy, business and finance>economic sector>energy and resource>nuclear power",policyexchange-7603032a113e0f254e4a5070c6de68c8
policyexchange-393db71b4a96cac4d428cef52e842be9,Crossed Wires,Publication,2021-07-08,https://policyexchange.org.uk/publication/crossed-wires/,,"Electricity, Energy, Electric power",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, economy, business and finance>economic sector>energy and resource, environment, science and technology, economy, business and finance>economic sector>transport, environment>natural resources>renewable energy, economy, business and finance>economy, environment>climate change",policyexchange-7603032a113e0f254e4a5070c6de68c8
10.2760/26856,Interferences between non-proliferation and science : ‘exporting’ dual-use know-how and technology in conformity with security imperatives.,Publication,2018-01-09,https://op.europa.eu/en/publication-detail/-/publication/7aa93b6b-f5bb-11e7-b8f5-01aa75ed71a1/language-en/format-PDF,,"Treaty on the Non-Proliferation of Nuclear Weapons, Nuclear proliferation, IAEA safeguards",eng,"economy, business and finance, health, science and technology, politics>international relations, politics, economy, business and finance>economy, science and technology>natural science, science and technology>social sciences",10.2796/28465
10.2796/28465,"The ethics of research security and of security research : proceedings of the fifth meeting of the European Commission International Dialogue on Bioethics, Brussels, Belgium, 17 September 2013.",Publication,2014-10-14,https://op.europa.eu/en/publication-detail/-/publication/afb7e4cc-68bb-4067-a436-cc288c5dadc5/language-en/format-PDF,,"Combined DNA Index System, DNA profiling, Synthetic biology",eng,"crime, law and justice, crime, law and justice>judiciary, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, crime, law and justice>judiciary>court, crime, law and justice>crime",10.2796/28465
10.2900/207223,Investigation protocol for potential human cases of avian influenza virus infection in the EU/EEA - Publications Office of the EU,Publication,2024-01-08,https://op.europa.eu/en/publication-detail/-/publication/3b4234a6-af6b-11ee-b164-01aa75ed71a1/language-en,,"Infection, Avian influenza, Zanamivir",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>illness, health",10.2900/207223
10.2791/97082,Drivers of change : the main drivers of change affecting the research and innovation landscape and their implications for EU policy.,Publication,2013-02-13,https://op.europa.eu/en/publication-detail/-/publication/17a98347-8611-4ecc-89d1-641062c234cd/language-en/format-PDF,,"Science, European Research Council, European Union",eng,"economy, business and finance, education, science and technology, science and technology>social sciences, science and technology>social sciences>economics, economy, business and finance>economy",10.2791/97082
10.2788/28112,Impact of engineered nanomaterials on health : considerations for benefit-risk assessment. EASAC Policy report No. 15.,Publication,2013-04-09,https://op.europa.eu/en/publication-detail/-/publication/9fa25940-2588-41c9-bed6-a8ed09dd3bbd/language-en/format-PDF,,"Nanotechnology, Nanomaterials, Nanotoxicology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology, science and technology>natural science, science and technology>technology and engineering, science and technology>technology and engineering>micro science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology>technology and engineering>micro science>nanotechnology, science and technology>natural science>biology>physiology",10.2788/29424
10.2788/29424,Impact of Engineered Nanomaterials on Health: Considerations for Benefit-Risk Assessment - EASAC Policy Report - JRC Reference Report,Publication,2011-09-15,https://publications.jrc.ec.europa.eu/repository/handle/JRC64792,"Environment and climate change, Health and consumer protection","Nanotechnology, Nanotoxicology, Nanomaterials",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>chemicals, science and technology, science and technology>natural science>biology>physiology",10.2788/29424
10.2875/590512,Final opinion on synthetic biology III : risks to the environment and biodiversity related to synthetic biology and research priorities in the field of synthetic biology.,Publication,2016-04-04,https://op.europa.eu/en/publication-detail/-/publication/9b231c71-faf1-11e5-b713-01aa75ed71a1/language-en/format-PDF,,"Convention on Biological Diversity, Biodiversity, Genetically modified organism",eng,"science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, environment, science and technology",10.2875/590512
10.4324/9781849775564,Crop wild relatives: A manual of in situ conservation,Publication,2016-09-02,https://hdl.handle.net/10568/76811,"Bioversity Books, Bioversity International, CGIAR research centers, CTA Technical Publications, Non-CGIAR communities, Technical Centre for Agricultural and Rural Cooperation (CTA) - archive","Conservation biology, Rice, Agricultural biodiversity",eng,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, environment, environment>nature, science and technology, lifestyle and leisure>lifestyle>food and drink, economy, business and finance>economic sector>agriculture",10.2800/6160
10.2800/6160,The European environment : state and outlook 2010 : biodiversity.,Publication,2011-08-16,https://op.europa.eu/en/publication-detail/-/publication/9e794848-a19a-4e05-aea6-6db75b1e0cf0/language-en/format-PDF,,"Biodiversity, Agriculture, Conservation biology",eng,"economy, business and finance, economy, business and finance>economic sector, environment>natural resources, environment>natural resources>land resources, economy, business and finance>economic sector>agriculture, environment, environment>natural resources>water, environment>natural resources>land resources>forests, environment>nature>ecosystem, environment>nature",10.2800/6160
randcorporation-5ff9256a791ce8e228df5b89532b160e,Artificial General Intelligence's Five Hard National Security Problems,Publication,2025-02-10,https://www.rand.org/pubs/perspectives/PEA3691-4.html,,"Artificial general intelligence, Artificial intelligence, AI safety",eng,"conflicts, war and peace>armed conflict, economy, business and finance, economy, business and finance>economic sector, politics, politics>government policy, science and technology, conflicts, war and peace>armed conflict>war, economy, business and finance>economic sector>computing and information technology, conflicts, war and peace, politics>government policy>nuclear policy",randcorporation-8435dd8a8dd0461232cb9f74ee9debf1
unitednations-e00a481fcd1fd600c269005cd94a542f,Election of 5 members of the International Narcotics Control Board from among candidates nominated by Governments :note /,Publication,2024-01-23,https://digitallibrary.un.org/record/4038542?ln=en,"BIOGRAPHY, ELECTION OF MEMBERS","United Nations Office on Drugs and Crime, Illegal drug trade, Drug",fre,"crime, law and justice, science and technology>biomedical science, education, crime, law and justice>crime>drug related crimes, crime, law and justice>crime, science and technology, science and technology>biomedical science>pharmacology, health",who-083c2a2238ce6b3cd059c032a7e92b40
who-17b2763b1af2ef755b84cc8e27337a93,Landscape analysis of the opportunities and challenges for neurotechnology in global health,Publication,2025-06-30,https://apps.who.int/iris/handle/10665/381761,1. Headquarters,"Neuroscience, Neurology, Magnetic resonance imaging",eng,"health>health treatment, health>diseases and conditions, science and technology, health, health>health treatment>medicine",who-f6488bdadd89245cefef23285bb10d1b
who-f6cd6c8dc3ee63c6eedf9304fc4d0735,"WHO Technical Advisory Group on the responsible use of the life sciences and dual-use research: report of the meeting, 22 January 2025",Publication,2025-05-13,https://apps.who.int/iris/handle/10665/381408,1. Headquarters,"Artificial intelligence, Biosecurity, Governance",eng,"society>values, society, education, health, science and technology, society>values>ethics",who-f6488bdadd89245cefef23285bb10d1b
who-839e5b69367c2091b595cd3dbbb49054,Global network of WHO collaborating centres for bioethics: progress report 2022-2023,Publication,2025-03-23,https://apps.who.int/iris/handle/10665/380859,1. Headquarters,"Creative Commons license, Artificial intelligence, Health",eng,"society, education, society>values, health>diseases and conditions, health, science and technology, education>school, society>values>ethics",who-f6488bdadd89245cefef23285bb10d1b
who-d2f45c9ee2ff5688ea89c27d9b13643d,"WHO Technical Advisory Group on the responsible use of the life sciences and dual-use research: report of the meeting, 30 October 2024",Publication,2025-02-28,https://apps.who.int/iris/handle/10665/380675,1. Headquarters,"Health, Governance, Biosecurity",eng,"education>school, education>school>higher education, society, society>values, education, health, science and technology, society>values>ethics, education>school>higher education>university",who-f6488bdadd89245cefef23285bb10d1b
centerforanewamericansecurity-fc94e47f510fb68c113b07fe9b48dd87,Biopower,Publication,2025-01-15,https://www.cnas.org/publications/reports/biopower,,"Health, Gene, DNA",eng,"health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",who-f6488bdadd89245cefef23285bb10d1b
who-adb1f2062f8e2a6cc93e1ba004233336,"WHO Technical Advisory Group on the responsible use of the life sciences and dual-use research: report of the meeting, 25 June 2024",Publication,2024-11-17,https://apps.who.int/iris/handle/10665/379556,1. Headquarters,"Governance, Artificial intelligence, Health",eng,"education>school, education>school>higher education, society, society>values, health, education, science and technology, society>values>ethics, education>school>higher education>university",who-f6488bdadd89245cefef23285bb10d1b
unidir-411b02f99f1e345178b87500075e8943,"2023 Biorisks, Biosecurity and Biological Disarmament Conference Report",Publication,2024-07-09,https://unidir.org/publication/2023-biorisks-biosecurity-and-biological-disarmament-conference-report/,,"Multistakeholder governance, Risk assessment, United Nations Institute for Disarmament Research",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, health, politics, science and technology>natural science>biology>genetics",who-f6488bdadd89245cefef23285bb10d1b
unenvironment-e20ee093dc62be90bcec4e56c8f9277c,Navigating New Horizons: A global foresight report on planetary health and human wellbeing,Publication,2024-07-09,https://wedocs.unep.org/handle/20.500.11822/45890,,"Nature, Natural environment, Earth sciences",eng,"environment>natural resources, lifestyle and leisure, lifestyle and leisure>lifestyle, environment, environment>natural resources>water, environment>environmental pollution, environment>nature, health, lifestyle and leisure>lifestyle>food and drink",who-f6488bdadd89245cefef23285bb10d1b
who-8fc937866d30c5e0b31feb97676c5825,Benefits and risks of using artificial intelligence for pharmaceutical development and delivery,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/375871,1. Headquarters,"Medication, Artificial intelligence, Clinical trial",eng,"economy, business and finance, economy, business and finance>economic sector, health, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, economy, business and finance>economic sector>computing and information technology",who-f6488bdadd89245cefef23285bb10d1b
who-35da0728e59d83eadeda6d781986f91f,"WHO Technical Advisory Group on the Responsible Use of the Life Sciences and Dual-Use Research (TAG-RULS DUR): report of the inaugural meeting, 24 January 2024",Publication,2024-01-01,https://apps.who.int/iris/handle/10665/376368,1. Headquarters,"Creative Commons license, Biosecurity, Health",eng,"science and technology>natural science, health>health treatment, health, science and technology, science and technology>natural science>biology, health>health treatment>medicine, education",who-f6488bdadd89245cefef23285bb10d1b
who-60a87a90cc18c7afad13d073db0f062e,Laboratory biosecurity guidance,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/377754,1. Headquarters,"Biosecurity, Biosafety, Epigenetics",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",who-f6488bdadd89245cefef23285bb10d1b
unitednations-098607d9efdb6913839d5838ee89b3fa,Navigating new horizons :a global foresight report on planetary health and human wellbeing,Publication,2024-01-01,https://digitallibrary.un.org/record/4058844?ln=en,"CLIMATE CHANGE, ENVIRONMENTAL DAMAGE, SUSTAINABLE DEVELOPMENT","Climate change, Antimicrobial resistance, Solar geoengineering",eng,"environment>natural resources, environment, environment>natural resources>water, environment>environmental pollution, environment>nature, health",who-f6488bdadd89245cefef23285bb10d1b
who-40dd92ff7f69c3e9fc1d4b5abc91c7d1,"WHO Technical Advisory Group on the responsible use of the life sciences and dual-use research: report of the meeting, Geneva, Switzerland, 16-18 April 2024",Publication,2024-01-01,https://apps.who.int/iris/handle/10665/379050,1. Headquarters,"Biosecurity, Biosafety, World Health Organization",eng,"science and technology>natural science, health>diseases and conditions, health, science and technology, science and technology>natural science>biology, science and technology>natural science>biology>genetics",who-f6488bdadd89245cefef23285bb10d1b
unidir-fe05b5e0f7dddb223ac29fd1a6e2d9ed,Addressing Chemical and Biological Weapons Challenges Through the Middle East Weapons of Mass Destruction-Free Zone: Workshop Report,Publication,2023-07-07,https://unidir.org/publication/addressing-chemical-and-biological-weapons-challenges-through-the-middle-east-weapons-of-mass-destruction-free-zone-workshop-report/,,"Chemical Weapons Convention, Organisation for the Prohibition of Chemical Weapons, Chemical warfare",eng,"conflicts, war and peace>post-war reconstruction, politics>government, politics>government>defence, politics>government>defence>military equipment, science and technology>natural science, science and technology>natural science>biology, conflicts, war and peace, science and technology, conflicts, war and peace>armed conflict, politics>government>defence>military equipment>military weaponry, health, politics, conflicts, war and peace>post-war reconstruction>disarmament",who-f6488bdadd89245cefef23285bb10d1b
who-7f17601c4d68f6e97900f13184888703,Global Guidelines for the Responsible Use of Life Sciences Research: Biological Risk Reduction and Management of Dual Use Research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369132,,"Health, Disease, Creative Commons license",rus,"science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",who-f6488bdadd89245cefef23285bb10d1b
govuk-82ae55ecfd4bb50ea08bd6f06cf5cb0b,UK Biological Security Strategy,Publication,2023-06-12,https://www.gov.uk/government/publications/uk-biological-security-strategy,,"Biosafety level, Biosecurity, AlphaFold",eng,"science and technology>natural science, science and technology, health>diseases and conditions, health, science and technology>natural science>biology",who-f6488bdadd89245cefef23285bb10d1b
who-04bf1ca72cc9325b7d1f42333f3ad894,"Regional workshop to operationalize the Global guidance framework for the responsible use of life sciences in the WHO African Region: meeting report, Nairobi, Kenya, 24-25 January 2023",Publication,2023-06-06,https://apps.who.int/iris/handle/10665/368655,,"World Health Organization, Research, Sustainable Development Goals",fre,"society, society>values, health, environment, science and technology, society>values>ethics",who-f6488bdadd89245cefef23285bb10d1b
who-69de5686763703a9431392f41bed9cd5,"Regional workshop to operationalize the global guidance framework for the responsible use of the life sciences in the WHO African Region: meeting report, Nairobi, Kenya, 24-25 January 2023",Publication,2023-03-28,https://apps.who.int/iris/handle/10665/366652,,"Centers for Disease Control and Prevention, Food and Agriculture Organization, Health",eng,"health>health treatment, environment, health, health>diseases and conditions, health>health treatment>medicine, politics, society",who-f6488bdadd89245cefef23285bb10d1b
unidir-e7852bb83bbd5a3ce4ec5dccb8d2e96a,Assessing the SecBio Platform Proposal for the Biological Weapons Convention,Publication,2022-12-07,https://unidir.org/publication/assessing-the-secbio-platform-proposal-for-the-biological-weapons-convention/,,"Biosecurity, Biological Weapons Convention, United Nations Security Council Resolution 1540",eng,"arts, culture and entertainment, arts, culture and entertainment>culture, health, science and technology, education, arts, culture and entertainment>culture>library and museum",who-f6488bdadd89245cefef23285bb10d1b
sipri-2ba68b771a559ca0ababff34165702fd,Opportunities for the European Union to Strengthen Biosecurity in Africa,Publication,2022-11-01,https://www.sipri.org/publications/2022/eu-non-proliferation-and-disarmament-papers/opportunities-european-union-strengthen-biosecurity-africa,,"Biosecurity, United Nations Security Council Resolution 1540, European Union",eng,"health>diseases and conditions, politics, health",who-f6488bdadd89245cefef23285bb10d1b
interacademies-87ccbd94e76c0729d54d394ee120e1d4,Global guidance framework for the responsible use of the life sciences,Publication,2022-09-12,https://www.interacademies.org/publication/global-guidance-framework-responsible-use-life-sciences,,"Governance, Biosecurity, Biosafety",eng,"science and technology>natural science, science and technology>research, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health, science and technology>research>medical research",who-f6488bdadd89245cefef23285bb10d1b
who-269e5872975525599bc2ffaddd1d011e,"Global Guiding Framework: Responsible Use of Life Sciences: Mitigating Biological Risks, Governing Dual-Use Research",Publication,2023-06-14,https://apps.who.int/iris/handle/10665/369236,,"Health, Preventive healthcare, Technology",chi,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, economy, business and finance>economic sector>computing and information technology",who-21e58fa0cb28e055c4cacde8da6855c0
who-083c2a2238ce6b3cd059c032a7e92b40,Global policy framework for the responsible use of life sciences: mitigating biological risks and governing dual research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369131,,"Governance, Safety, Natural environment",fre,"science and technology>natural science, health>diseases and conditions>communicable disease, science and technology>natural science>biology, health>diseases and conditions, science and technology, science and technology>natural science>biology>genetics, health, health>diseases and conditions>communicable disease>virus disease",who-21e58fa0cb28e055c4cacde8da6855c0
who-4edc91b17fa672bc52fdef05a27b0791,A global guideline framework for the responsible use of the life sciences: reducing biological risks and regulating dual-use research,Publication,2023-06-13,https://apps.who.int/iris/handle/10665/369130,,"Branches of science, Ecosystem, Artificial intelligence",ara,"economy, business and finance, economy, business and finance>economic sector, lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, health, health>diseases and conditions, science and technology, science and technology>natural science>biology, economy, business and finance>economic sector>computing and information technology, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-2328628190847b6aedf513fff1ba338d,Global Guidance Framework for Responsible Use of Life Sciences: Biohazard Reduction and Governance of Dual-Use Research,Publication,2023-06-09,https://apps.who.int/iris/handle/10665/368979,,"Natural environment, Infodemic, Governance",spa,"lifestyle and leisure, lifestyle and leisure>lifestyle, science and technology>natural science, science and technology>natural science>biology, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics, lifestyle and leisure>lifestyle>food and drink",who-21e58fa0cb28e055c4cacde8da6855c0
who-aa3ec977c0703d631c5009c21f3c2496,Global guidance framework for the responsible use of life sciences: mitigating biological risks and governing dual-use research,Publication,2023-01-01,https://apps.who.int/iris/handle/10665/374885,2. Regional Office for Africa,"Branches of science, Disease, Biological warfare",por,"science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, science and technology>social sciences",who-21e58fa0cb28e055c4cacde8da6855c0
hiqaie-fe494431b50207363ef7553db68fc69d,Catalogue of institutions undertaking COVID-19 horizon scanning,Clinical guidance,2022-10-19,https://www.hiqa.ie/reports-and-publications/health-technology-assessment/catalogue-institutions-undertaking-covid-19,,"Health, Health informatics, COVID-19 vaccine",eng,"health>health treatment, science and technology>research, health, science and technology, health>health treatment>medicine, science and technology>research>medical research",who-21e58fa0cb28e055c4cacde8da6855c0
