unique_identifier,title,document_type,published_on,document_url,source_specific_tags,top_topics,languages,document_theme,first_order_doi
wilsoncenter-52264778fddce5d0793178464262ee09,Ethical Issues in Synthetic Biology,Publication,2009-01-24,https://www.wilsoncenter.org/publication/ethical-issues-synthetic-biology,,"Life sciences, Human activities, BioBrick",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society",10.1353/hcr.2007.0046
unitednations-951c00bf0d11ebab7a440c1734d7a318,Oversight of science /,Publication,2008-07-14,https://digitallibrary.un.org/record/636800?ln=en,"BIOLOGICAL WEAPONS, BIOSAFETY, BIOTECHNOLOGY","Science, Open access, Nature",rus,"health>health treatment, science and technology>natural science, health, science and technology, science and technology>natural science>biology, health>health treatment>medicine, science and technology>natural science>biology>genetics",10.1353/hcr.2007.0046
who-1396342e1ed866b28eba7c590455da46,Scientific review of research on smallpox virus,Publication,2013-08-02,https://apps.who.int/iris/handle/10665/85634,,,eng,,10.1373/clinchem.2006.068635
who-cab07fdd4652f4f41886accfd0785672,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70610,,"Edward Jenner, Gene, DNA",spa,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic",10.1373/clinchem.2006.068635
who-39d1147c550a77622ac2df1ebe9d2451,"Scientific analysis of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70609,,"Smallpox, Vaccination, Virus",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>epidemic",10.1373/clinchem.2006.068635
who-b4072420d0e86f154392a97784590f51,"Scientific review of variola virus research, 1999-2010",Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70508,,,eng,,10.1373/clinchem.2006.068635
kcdc-1f72f65a9a749ea409f73812dbf83e44,Center for Disease Control,Clinical guidance,2010-06-07,https://www.cdc.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=12467&act=view,,,kor,,10.1373/clinchem.2006.068635
kcdc-3e1be83fa217e14746d5806022c1e31f,Centers for Disease Control and Prevention,Clinical guidance,2010-06-07,https://www.kdca.go.kr/board/board.es?mid=a20602010000&bid=0034&list_no=12467&act=view,,"Vaccine, Vaccination, Microbiology",kor,"health>diseases and conditions>communicable disease, health>health treatment, science and technology, science and technology>natural science, health, health>diseases and conditions, science and technology>natural science>biology, health>health treatment>medicine, health>diseases and conditions>communicable disease>virus disease",10.1373/clinchem.2006.068635
deptofhealthau-5dba0201f4f481a6ca17c80deed6cd77,Questions about vaccination,Publication,2018-09-13,https://www.health.gov.au/resources/publications/questions-about-vaccination,,"MMR vaccine, Vaccine, Chickenpox",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, health, health>diseases and conditions>illness, health>diseases and conditions>communicable disease>virus disease",10.1086/588670
oieint-2501e3fbb066049ec0c1117176dd7d71,"Rabies Control - Towards sustainable prevention at the source - Global Conference on Rabies Control, Incheon-Seoul, Republic of Korea, 7-9 september 2011 - Compendium",Publication,2012-01-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=34349&req=89,,"Viral quasispecies, Rabies, Post-exposure prophylaxis",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, science and technology",10.1016/j.jri.2006.04.006
stateofwesternaustralia-a98a96fdb2f45ff24ec7231c79b78123,Invasive Animals Cooperative Research Centre,Publication,2010-02-18,https://library.dbca.wa.gov.au/static/FullTextFiles/070250.pdf,,"Immunocontraception, Feral cat, Trapping",eng,"science and technology>natural science, science and technology>natural science>biology, environment, environment>nature, science and technology, science and technology>natural science>biology>genetics",10.1016/j.jri.2006.04.006
defrauk-69886e2f63199c5b07e948064d4f910d,Desk study to review environmental risks from marketing GM veterinary and human medicines,Publication,2009-03-10,http://cdm21006.contentdm.oclc.org/cdm/ref/collection/p21006coll3/id/2274,Science_Search_Collection,"Angiogenesis, Vectors in gene therapy, Genetically modified organism",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions, health>diseases and conditions>illness",10.1016/j.jri.2006.04.006
pacforum-0db8983eb7cd1743657328b3685a0678,Explore Pacific Forum's Insightful Indo-Pacific Analysis,Publication,2021-12-01,https://pacforum.org/publications/issues-insights-vol-21-sr4-the-united-states-and-singapore-indo-pacific-partners/,,"Zoonosis, United States, China–United States relations",eng,"politics, conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government, politics>government>defence, science and technology, politics>government>defence>armed forces",10.3389/fpubh.2014.00115
govdeptsaustria-59443ee6b0e02b83a252c609b8e88c1f,Tomorrow ’ s Technology,Publication,2018-03-22,https://www.bmlv.gv.at/pdf_pool/publikationen/buch_dengg_tomorrows_technology_web.pdf,,"Bioterrorism, Technological singularity, Genome editing",eng,"economy, business and finance, economy, business and finance>economic sector, health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health>diseases and conditions>communicable disease>virus disease, conflicts, war and peace",10.3389/fpubh.2014.00115
governmentofcanada-6d238c4eb2758d7d17230c851726ce23,The next generation of emerging global challenges : a Horizons 2030 perspective on research opportunities / prepared for the Social Sciences and Humanities Research Council.,Publication,2018-01-01,http://publications.gc.ca/site/eng/9.865811/publication.html,,"Human activities, Family, Risk",eng,"science and technology>natural science, arts, culture and entertainment, science and technology>natural science>biology, health, environment, science and technology, society, arts, culture and entertainment>culture, science and technology>social sciences, society>values",10.3389/fpubh.2014.00115
govdeptsspain-365c8e861abc36c3340d6a130ecc965d,Bie newsletter,Publication,2017-12-21,https://publicaciones.defensa.gob.es/media/downloadable/files/links/b/o/boletin_del_ieee_7.pdf,,"Revolutionary Armed Forces of Colombia, Religion, Colombian peace process",spa,"religion and belief, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, society, conflicts, war and peace>armed conflict>war, politics, politics>government",10.3389/fpubh.2014.00115
govdeptsspain-96361c86ce99ae5230cbb5fbf3b0cdec,[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],Publication,2017-12-21,https://bibliotecavirtual.defensa.gob.es/BVMDefensa/es/catalogo_imagenes/grupo.do?path=180386,,"Revolutionary Armed Forces of Colombia, Religion, Leadership",spa,"conflicts, war and peace, politics, religion and belief>religious belief, religion and belief, religion and belief>religious belief>Christianity, politics>government, science and technology, conflicts, war and peace>armed conflict>war, conflicts, war and peace>armed conflict",10.3389/fpubh.2014.00115
ecdc-19493578917d265f52318c8e1b4410dc,Rapid risk assessment: Risk related to the use of ‘do-it-yourself' CRISPR-associated gene engineering kit contaminated with pathogenic bacteria,Publication,2017-10-05,https://www.ecdc.europa.eu/en/publications-data/rapid-risk-assessment-risk-related-use-do-it-yourself-crispr-associated-gene,,"Cas9, CRISPR, Antimicrobial resistance",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions, health, science and technology>natural science>biology>genetics",10.3389/fpubh.2014.00115
hcss-2e11b73c4c85fced4f2d90df4367cb94,The Increasing Threat of Biological Weapons,Publication,2017-02-01,https://hcss.nl/report/increasing-threat-biological-weapons,,"Do-it-yourself biology, Dual-use technology, Biosafety",eng,"science and technology>natural science, conflicts, war and peace, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, conflicts, war and peace>act of terror, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.3389/fpubh.2014.00115
hcss-d298df9269813d1626ca38b088d9207e,The Increasing Threat of Biological Weapons | HCSS,Publication,2017-02-01,https://hcss.nl/report/the-increasing-threat-of-biological-weapons/,,"Biology, Health, National security",eng,"science and technology>natural science, conflicts, war and peace, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, conflicts, war and peace>act of terror, science and technology>natural science>biology, science and technology, health>diseases and conditions>communicable disease",10.3389/fpubh.2014.00115
friendsoftheearthus-48a21b641c2f8f9f90e43294c25eb1d4,Extreme genetic engineering and the human future: reclaiming emerging biotechnologies for the common good,Publication,2015-12-11,https://1bps6437gg8c169i0y1drtgz-wpengine.netdna-ssl.com/wp-content/uploads/wpallimport/files/archive/FOE_ExtremeGenEngineering_10.pdf,,"Genomics, CRISPR gene editing, Gene therapy",eng,"health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology, science and technology>natural science>biology>genetics, health>diseases and conditions, health, health>diseases and conditions>communicable disease>virus disease, society",10.3389/fpubh.2014.00115
govuk-0fee75b5b0a58aa2f9dbd604f23b5b8a,Future threats or opportunities: Dstl student essay competition,Publication,2021-12-21,https://www.gov.uk/government/publications/future-threats-or-opportunities-dstl-student-essay-competition,,"Synthetic biology, Human activities, Biological warfare",eng,"crime, law and justice, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>biology, crime, law and justice>crime",10.1038/ng763
who-057e85c658f95c495dfc1e10207a7bae,Life science research : opportunities and risks for public health : mapping the issues,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/69142,,"Bioterrorism, DNA microarray, Antiviral drug",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, health, health>diseases and conditions>communicable disease>virus disease, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease>retrovirus, science and technology",10.1038/ng763
csba-04bd661f76119154fb120aafb48da765,The Revolution in War,Publication,2004-12-01,https://csbaonline.org/research/publications/the-revolution-in-war,,"General Atomics MQ-1 Predator, Joint Direct Attack Munition, Precision-guided munition",eng,"conflicts, war and peace, conflicts, war and peace>armed conflict, politics>government, politics>government>defence>military equipment>military weaponry, politics>government>defence, politics>government>defence>military equipment, politics",10.1038/ng763
who-08c13eca873888eb1c4e8ee69c333d69,Genomics and world health: report of the Advisory Committee on Health Research,Publication,2002-01-01,https://apps.who.int/iris/handle/10665/42453,1. Headquarters,"Protein biosynthesis, Nucleobase, Protein",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>illness, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",10.1038/ng763
umweltbundesamtat-a8b907ec78d0f279bc2b274a807c618d,Transgenic trees.,Publication,2015-03-03,https://www.umweltbundesamt.at/aktuell/publikationen/publikationssuche/publikationsdetail/?pub_id=2103,,"Genetically modified crops, Genetically modified organism, Genetic engineering",ger,"science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, science and technology>natural science, health, environment, health>diseases and conditions, environment>nature",10.1078/1433-8319-00014
fas-40bf132c210ea4f156f46bfe9cc06233,Use of Attribution and Forensic Science in Addressing Biological Weapon Threats: A Multi-Faceted Study,Publication,2016-03-14,https://fas.org/pub-reports/biological-weapons-and-forensic-science/,,"Forensic dentistry, Forensic science, CSI effect",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, crime, law and justice>judiciary>court, crime, law and justice>crime, crime, law and justice>judiciary>court>trial (court), crime, law and justice, crime, law and justice>judiciary",10.1080/10408410500304082
stateofwestvirginia-2e9e47dccd52f9639fdc72b87d38e714,USAMRIID ’ s MEDICAL MANAGEMENT OF BIOLOGICAL CASUALTIES HANDBOOK,Publication,2006-09-07,https://oeps.wv.gov/bioterrorism/documents/hcp/USAMRIID_BlueBook.pdf,,"Plague (disease), Bubonic plague, Brucellosis",eng,"health>diseases and conditions, health, health>diseases and conditions>illness",10.1086/381976
spruuk-3ee3cdb0196de0d3c68f1ffa77673c18,[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],Working paper,2015-02-14,https://www.sussex.ac.uk/spru/documents/2014-24-swps-stirling.pdf,,"Risk, Innovation, Genetically modified organism",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>social sciences, environment, science and technology, economy, business and finance>economic sector>energy and resource, education, science and technology>social sciences>philosophy",10.1016/j.respol.2007.10.003
spruuk-df38bf7ef20dd409961f102cae6025ce,[THIS TITLE IS BROKEN AND HAS BEEN REMOVED],Working paper,2014-10-10,https://www.sussex.ac.uk/spru/documents/2014-19-swps-nghtingale.pdf,,"Science, Direction of fit, Scientific law",eng,"science and technology>natural science, science and technology>social sciences, science and technology>natural science>physics, science and technology>social sciences>philosophy, science and technology, science and technology>mathematics, science and technology>social sciences>psychology",10.1016/j.respol.2007.10.003
10.2796/28465,Responsible life sciences research for global health security: a guidance document,Publication,2012-06-17,https://apps.who.int/iris/handle/10665/70507,,"Biosafety, Biosecurity, Research",eng,"health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science, health, science and technology>natural science>biology, health>diseases and conditions>communicable disease>virus disease, health>diseases and conditions>communicable disease>virus disease>retrovirus, health>diseases and conditions>communicable disease>epidemic, education, science and technology, society",10.1016/j.respol.2007.10.003
nupi-ce334849a46aaee0c6ea55cd35e65a9b,Capable Companies or changing markets? Explaining the export performance of firms in the defence industry,Publication,2012-02-02,https://nupi.brage.unit.no/nupi-xmlui/handle/11250/277262,,"M72 LAW, Data analysis, Quantitative research",eng,"politics, politics>government, politics>government>defence, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, politics>government>defence>military equipment>military weaponry, politics>government>defence>military equipment",10.1016/j.respol.2007.10.003
sipri-ceb0c298c33db677d42866040ced33bd,Implications of bioscience and technology advances for the BTWC,Publication,2011-12-01,https://www.sipri.org/publications/2011/eu-non-proliferation-papers/implications-bioscience-and-technology-advances-btwc,,"Systems biology, Science, Biological Weapons Convention",eng,"science and technology>natural science>biology, science and technology, education, science and technology>natural science>biology>genetics, science and technology>natural science",10.1016/j.respol.2007.10.003
govuk-0fee75b5b0a58aa2f9dbd604f23b5b8a,Future threats or opportunities: Dstl student essay competition,Publication,2021-12-21,https://www.gov.uk/government/publications/future-threats-or-opportunities-dstl-student-essay-competition,,"Synthetic biology, Human activities, Biological warfare",eng,"crime, law and justice, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>biology, crime, law and justice>crime",10.1002/hast.143
mckinsey-7185fb2b5fc5b1d0bb4ebecec0489f63,"The Bio Revolution: Innovations transforming economies, societies, and our lives",Publication,2020-05-13,https://www.mckinsey.com/industries/life-sciences/our-insights/the-bio-revolution-innovations-transforming-economies-societies-and-our-lives,,"DNA sequencing, Global warming potential, Greenhouse gas",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",10.1002/hast.143
unitednations-322464fe5320475f4d41dd50f867d7bd,The new geopolitics of converging risks :the UN and prevention in the era of AI /,Publication,2019-04-29,https://digitallibrary.un.org/record/4076270?ln=en,"ARTIFICIAL INTELLIGENCE, DATA PROTECTION, DUAL-USE TECHNOLOGY, MILITARY TECHNOLOGY, PROPAGANDA","Artificial intelligence, Computer security, World Wide Web",eng,"crime, law and justice, crime, law and justice>crime, economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, economy, business and finance>economic sector>computing and information technology, science and technology, science and technology>natural science>biology, crime, law and justice>crime>computer crime",10.1002/hast.143
who-fdd37e00a18268a032fa854b3939cd9a,"Ethics in epidemics, emergencies and disasters: research, surveillance and patient care: training manual",Publication,2015-11-20,http://apps.who.int/iris/handle/10665/196326,,"Research, Human subject research, Hazard",eng,"health>diseases and conditions, health, health>diseases and conditions>communicable disease>epidemic, health>diseases and conditions>communicable disease>virus disease, society, science and technology, health>diseases and conditions>communicable disease",10.1002/hast.143
easacbe-d8234644ff34cfeefba84f7872ad263b,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens/,,"Gain-of-function research, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.1002/hast.143
easacbe-84df53199702de53a5b8a60aa2e58397,Gain of Function: experimental applications relating to potentially pandemic pathogens,Publication,2015-10-08,https://easac.eu/publications/details/gain-of-function-experimental-applications-relating-to-potentially-pandemic-pathogens,,"Gain-of-function research, European Academies' Science Advisory Council, Biosecurity",eng,"science and technology>natural science, science and technology>natural science>biology, health>diseases and conditions, science and technology, health, society, science and technology>natural science>biology>genetics",10.1002/hast.143
govdeptsspain-b3bbd658c2429dac92213de6ff70262b,Evaluation of existing guidelines for their adequacy for the microbial characterisation and environmental risk assessment of microorganisms obtained through synthetic biology,Scholarly article,2022-01-27,https://www.miteco.gob.es/content/dam/miteco/es/calidad-y-evaluacion-ambiental/temas/biotecnologia/evaluationofexistingguidelinesfortheiradequacyforthemicrobialcharacterisationandenvironmental_tcm30-535868.pdf,,"Genetically modified organism, Whole genome sequencing, Horizontal gene transfer",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology, health>diseases and conditions",10.1002/bies.201000099
euparl_library-9bb54e444b95be96bf948bed97133e74,"Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering (Study, Summary and Options Brief)",Publication,2013-03-06,https://www.europarl.europa.eu/thinktank/en/document/IPOL-JOIN_ET(2012)471574,,"DNA sequencing, Synthetic biology, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",10.1002/bies.201000099
rathenau-7c233ae64a286c8d5d1bf9afd33fe59b,Making Perfect Life,Publication,2012-12-17,https://www.rathenau.nl/en/gezondheid/making-perfect-life,,"DNA sequencing, Synthetic biology, Whole genome sequencing",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",10.1002/bies.201000099
rathenau-dcbf92defead15a93ede86feb00a3203,Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering,Publication,2012-12-17,https://www.rathenau.nl/nl/gezondheid/perfect-leven-maken,,"DNA, DNA sequencing, Synthetic biology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, society, health",10.1002/bies.201000099
stoa-922cd26cc89ef5f2635e80b6363b26cc,"Making Perfect Life: European Governance Challenges in 21st Century Bio-engineering (Study, Summary and Options Brief) | Panel for the Future of Science and Technology (STOA) | European Parliament",Publication,2012-09-14,https://www.europarl.europa.eu/stoa/en/document/IPOL-JOIN_ET(2012)471574,,"Synthetic biology, DNA sequencing, Artificial intelligence",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology, health",10.1002/bies.201000099
who-60a87a90cc18c7afad13d073db0f062e,Laboratory biosecurity guidance,Publication,2024-01-01,https://apps.who.int/iris/handle/10665/377754,1. Headquarters,"Biosecurity, Biosafety, Epigenetics",eng,"health, health>diseases and conditions>communicable disease, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease",10.1007/s11948-016-9868-9
sipri-44d8d7d6f3035391226c131c5147a2c0,Biosecurity Risk Assessment in the Life Sciences: Towards a Toolkit for Individual Practitioners,Publication,2023-03-01,https://www.sipri.org/publications/2023/policy-reports/biosecurity-risk-assessment-life-sciences-towards-toolkit-individual-practitioners,,"Biosecurity, Risk, Biosafety",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, health, society, health>diseases and conditions",10.1177/1535676018778538
unenvironment-e20ee093dc62be90bcec4e56c8f9277c,Navigating New Horizons: A global foresight report on planetary health and human wellbeing,Publication,2024-07-09,https://wedocs.unep.org/handle/20.500.11822/45890,,"Climate change, Antimicrobial resistance, Solar geoengineering",eng,"environment>natural resources, lifestyle and leisure, lifestyle and leisure>lifestyle, environment, environment>natural resources>water, environment>environmental pollution, environment>nature, health, lifestyle and leisure>lifestyle>food and drink",10.2217/fmai-2023-0008
unitednations-098607d9efdb6913839d5838ee89b3fa,Navigating new horizons :a global foresight report on planetary health and human wellbeing,Publication,2024-01-01,https://digitallibrary.un.org/record/4058844?ln=en,"CLIMATE CHANGE, ENVIRONMENTAL DAMAGE, SUSTAINABLE DEVELOPMENT","Climate change, Antimicrobial resistance, Solar geoengineering",eng,"environment>natural resources, environment, environment>natural resources>water, environment>environmental pollution, environment>nature, health",10.2217/fmai-2023-0008
csba-baefad2054ae1fc0b98e28e1f475b1db,Avoiding the Plague: An Assessment of US Plans and Funding for Countering Bioterrorism,Publication,2007-05-09,https://csbaonline.org/research/publications/avoiding-the-plague-an-assessment-of-us-plans-and-funding-for-countering-bi,,"Biological warfare, Bioterrorism, Nuclear weapon",eng,"health>diseases and conditions>communicable disease, health>diseases and conditions, health>diseases and conditions>communicable disease>virus disease, health, conflicts, war and peace, conflicts, war and peace>armed conflict, science and technology, education, conflicts, war and peace>act of terror",10.1056/nejmsb022994
paho-3baf563eafef84fd337753cb85774b68,Public health response to biological and chemical weapons: WHO guidance,Publication,2004-02-12,https://iris.paho.org/handle/10665.2/764,,"Particulates, Aerosol, Chemical weapon",spa,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science, science and technology>natural science>biology, science and technology, health, health>diseases and conditions, economy, business and finance>economic sector>chemicals",10.1056/nejmsb022994
catoinstitute-791fb0bca5eb9dc4379af0e5de33e535,Smallpox and Bioterrorism: Why the Plan to Protect the Nation Is Stalled and What to Do,Publication,2003-09-05,https://www.cato.org/briefing-paper/smallpox-bioterrorism-why-plan-protect-nation-stalled-what-do,,"Vaccination, Bioterrorism, Smallpox",eng,"health>diseases and conditions>illness, health>diseases and conditions, health",10.1056/nejmsb022994
governmentofflanders-a68df6a8c3f7a2a89238bcc8627e579f,Knowledge integration: wild boars in urban areas,Publication,2023-02-24,https://www.vlaanderen.be/Publication/23875,,"Hunting, Urbanization, Statute",dut,"science and technology>natural science, politics, science and technology, science and technology>natural science>biology, environment>nature, environment, politics>government",10.1530/rep-06-0037
gpogov-cb72bbce42ff2a940ea505d4e0f0284e,"Four Rivers Field Office draft resource management plan and draft environmental impact statement : Four Rivers Field Office, Boise District, Idaho /",Publication,2019-05-14,https://purl.fdlp.gov/GPO/gpo127910,,"Employment, Lease, Human activities",eng,"environment, environment>natural resources, environment>natural resources>water, science and technology, environment>nature, science and technology>social sciences, environment>conservation",10.1530/rep-06-0037
governmentofflanders-ecc0187a57d5728936197fa58ba7a4d9,Overview of possible methods for population regulation in…,Publication,2012-06-14,https://www.vlaanderen.be/Publication/7847,,"Hunting, Wild boar, Dog",dut,"lifestyle and leisure, lifestyle and leisure>leisure, lifestyle and leisure>leisure>recreational activities, science and technology, science and technology>natural science>biology, health, science and technology>natural science, lifestyle and leisure>leisure>recreational activities>hunting, science and technology>social sciences",10.1530/rep-06-0037
oieint-813fd17aa6e477efff65bfd6db766810,The role of wildlife in the control of domestic animal diseases,Publication,2012-01-01,https://doc.oie.int/dyn/portal/index.xhtml?page=alo&aloId=24219,,"Infection, Medical specialties, Health sciences",eng,"health>diseases and conditions, health>diseases and conditions>illness, health",10.1530/rep-06-0037
randcorporation-01d88fc8e9f2c8c81ed63573a0283938,Data and AI-Enabled Biological Design,Publication,2025-06-30,https://www.rand.org/pubs/perspectives/PEA3886-1.html,,"Artificial intelligence, Protein, DNA sequencing",eng,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.1007/s11948-009-9130-9
nuffbioethics-12fcab33e05b47909dd863d7bf2bec18,Emerging biotechnologies,Publication,2012-12-11,https://www.nuffieldbioethics.org/publications/emerging-biotechnologies,,"Medication, Science, Paradigm",eng,"health, science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology, health>diseases and conditions",10.7551/mitpress/9780262012621.001.0001
euparl_library-4e30993b88f0dfd4506b2e77e0c286bc,Making Perfect Life: Bio-Engineering (in) the 21st Century - Phase II (Monitoring Report),Publication,2011-12-06,https://www.europarl.europa.eu/thinktank/en/document/IPOL-JOIN_ET(2011)471570,,"Life, Top-down and bottom-up design, Technology",eng,"economy, business and finance, economy, business and finance>economic sector, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, science and technology, economy, business and finance>economic sector>computing and information technology",10.7551/mitpress/9780262012621.001.0001
stoa-81d3cc05a520bd7379e98c6972851eef,Making Perfect Life: Bio-Engineering (in) the 21st Century - Phase II (Monitoring Report) | Panel for the Future of Science and Technology (STOA) | European Parliament,Publication,2011-09-15,https://www.europarl.europa.eu/stoa/en/document/IPOL-JOIN_ET(2011)471570,,"Biology, Virus, Genetics",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",10.7551/mitpress/9780262012621.001.0001
unenvironment-6e7489cd76bea45bb6e7ecb8619921a2,Synthetic Biology: Re-engineering the environment - Frontiers 2018/19: Emerging Issues of Environmental Concern Chapter 1,Publication,2019-03-01,https://wedocs.unep.org/20.500.11822/27544,,"DNA, Cas9, Gene drive",fre,"health, health>diseases and conditions, health>diseases and conditions>communicable disease, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, health>diseases and conditions>communicable disease>virus disease, science and technology",10.1002/hast.392
unenvironment-efedf7f71873a9afee9ae2abd4043549,Frontiers 2018/19: Emerging Issues of Environmental Concern,Publication,2019-03-01,https://wedocs.unep.org/20.500.11822/27538,,"Virus, Water, Environmental degradation",spa,"environment, environment>natural resources, environment>nature, science and technology>natural science>biology, science and technology>natural science, science and technology>natural science>biology>genetics, environment>natural resources>water, environment>nature>ecosystem, science and technology",10.1002/hast.392
unenvironment-d97caf22950e588bc7781991565bc40f,Chapter 1. Synthetic Biology: Re-engineering the environment - Frontiers 2018/19: Emerging Issues of Environmental Concern,Publication,2019-01-01,https://wedocs.unep.org/handle/20.500.11822/27544,,"Genetic engineering, Gene, DNA",chi,"science and technology>natural science, science and technology>natural science>biology, science and technology, science and technology>natural science>biology>genetics, environment, environment>nature, health>diseases and conditions, health",10.1002/hast.392
unenvironment-f9c815fefaf787b36e0ebebb6d9686e0,Frontiers 2018/19: Emerging Issues of Environmental Concern,Publication,2019-01-01,https://wedocs.unep.org/handle/20.500.11822/27538,,"Earth sciences, Natural environment, Habitat fragmentation",chi,"science and technology>natural science, science and technology>natural science>biology, environment>nature, environment, science and technology, environment>natural resources>water, environment>natural resources",10.1002/hast.392
10.2903/sp.efsa.2020.en-1664,Synthetic Biology in Australia: An outlook to 2030,Publication,2018-08-19,https://acola.org/hs3-synthetic-biology-australia/,,"Artemisinin, DNA sequencing, Biotechnology",eng,"science and technology>natural science, science and technology>natural science>biology, science and technology>natural science>biology>genetics, science and technology",10.1002/hast.392
